releases_count
0
0
0
0
0
234
0
1
0
0
1
0
0
12
132
0
15
0
28
7
0
249
0
0
770
861
222
0
0
0
0
234
31
117
136
0
0
0
0
246
7
0
20
94
2
68
0
35
0
27
269
0
0
304
168
167
0
52
0
1000
0
194
0
1000
341
67
142
0
0
0
0
0
213
15
10
0
12
153
51
471
1000
814
1000
117
39
512
41
0
3
0
72
154
177
333
194
17
305
15
0
218
135
0
123
116
0
194
388
30
13
1000
15
592
0
156
1
83
0
68
5
54
300
693
0
0
24
759
8
572
17
307
0
0
13
215
701
165
0
74
0
255
0
0
1
13
308
287
1000
69
131
49
1000
68
186
2
206
29
27
0
103
381
29
1000
53
303
26
9
77
0
0
33
636
479
0
0
3
227
133
3
0
0
0
43
0
22
84
0
714
29
0
1000
186
354
1
0
138
5
107
8
16
0
1
0
20
253
115
20
0
1
186
261
51
0
38
65
281
0
158
640
0
150
36
142
122
49
52
0
247
5
136
0
0
0
267
0
36
0
55
209
3
113
0
2
0
0
7
0
541
30
0
0
0
55
37
51
38
0
56
308
205
219
567
97
0
3
32
0
252
70
22
165
1000
86
238
65
117
75
30
0
288
125
163
50
0
37
0
504
375
0
0
157
462
0
377
0
85
45
1
108
0
207
0
106
34
0
78
199
553
56
61
39
93
53
46
381
34
0
63
6
0
0
98
11
0
187
0
89
96
156
0
0
1000
0
0
78
189
521
308
4
4
45
105
0
46
51
0
0
0
692
452
538
291
284
98
126
47
17
43
0
365
0
1
13
55
0
95
141
14
131
330
0
85
0
41
168
0
105
0
15
3
10
34
0
235
5
14
231
0
0
177
132
673
130
123
1000
2
344
0
63
26
1
418
112
158
37
40
0
30
85
102
21
214
33
0
2
1000
0
82
28
34
28
19
292
29
145
0
16
88
0
116
300
1
0
40
146
0
113
126
0
0
950
47
21
144
0
292
39
0
279
0
60
37
433
0
0
112
254
0
0
1
232
0
154
402
25
277
3
45
361
1000
35
0
149
22
933
0
134
1
1
0
0
40
122
0
437
58
106
830
424
509
6
1
20
0
203
32
822
0
44
0
129
29
0
136
44
0
0
93
0
22
267
430
81
818
309
1
3
0
611
23
0
98
58
0
1
254
113
0
48
65
23
1
2
95
19
0
143
0
0
0
19
247
494
0
16
0
31
0
80
189
126
172
0
346
0
0
0
51
1000
158
98
201
945
30
0
0
27
0
512
170
0
100
0
0
0
0
0
0
0
0
0
29
165
124
15
618
0
0
81
0
88
141
67
176
153
27
80
156
11
23
574
44
104
52
257
147
186
0
468
4
0
0
0
0
248
128
158
205
423
1000
0
21
0
138
40
22
54
106
121
140
156
115
0
97
0
46
2
106
94
0
229
6
568
0
103
354
55
232
118
0
24
0
0
0
114
32
60
51
153
50
348
136
0
119
10
239
75
102
675
0
0
0
0
134
0
0
28
0
308
0
0
18
0
596
1000
239
63
215
0
46
124
60
10
34
166
1
178
560
0
83
142
0
315
211
562
12
30
13
336
159
7
81
46
144
339
4
0
0
14
269
251
147
265
354
21
0
0
90
0
82
0
12
72
0
130
66
1000
113
0
251
42
41
28
35
38
244
34
38
57
1
0
31
21
0
18
47
296
450
1000
189
110
11
44
15
0
985
0
384
59
284
117
914
39
304
0
13
0
8
25
8
211
0
0
92
354
0
78
0
372
110
0
127
90
7
0
19
0
0
584
42
97
78
179
2
0
323
0
223
0
29
1
1000
4
22
0
186
170
67
1
48
0
69
32
127
45
173
89
125
10
0
463
55
34
21
62
6
0
0
56
0
0
0
0
112
69
12
34
244
24
0
140
90
1000
182
215
0
76
253
28
149
0
14
163
157
357
37
0
0
8
0
63
20
0
18
0
51
458
41
0
827
1000
182
16
109
160
146
0
99
80
8
0
81
18
0
9
0
18
130
13
0
59
0
70
194
0
199
966
10
55
0
14
3
62
143
130
0
0
25
258
120
15
93
0
200
0
151
0
108
291
542
0
818
316
59
20
55
42
116
1
0
12
0
32
67
0
101
26
68
88
0
0
766
137
249
5
1000
0
0
0
0
300
14
12
108
117
0
0
2
658
15
108
390
62
40
61
9
0
0
639
0
98
216
128
154
133
47
72
0
63
32
0
0
88
3
100
31
0
69
115
154
24
