age_years
6.776968
7.368214
6.157717
5.979599
13.99937
3.068926
9.464806
12.262832
8.945221
3.751934
1.040485
1.26918
9.590753
7.697896
11.249789
5.812448
8.393011
9.914646
6.904936
3.390598
3.719061
3.311145
10.600807
7.48565
10.322884
2.06637
13.296283
3.411969
5.775031
8.271804
3.703017
2.633809
15.515826
8.189886
7.672669
9.962131
12.271814
11.866341
15.320082
15.297745
9.259246
14.51664
9.965187
12.112971
3.901885
1.990795
0.986649
7.018007
2.599271
6.210739
1.336235
12.999232
7.259579
3.031216
9.722695
2.427273
13.122566
1.353349
0.568217
0.515826
3.014599
12.227924
11.564548
3.799447
10.012905
8.127444
17.833434
10.832527
9.43386
10.786361
13.873341
12.649928
9.908543
13.366055
11.465845
0.567867
2.241892
11.600022
13.129543
10.492282
6.943528
13.424279
8.796233
5.656935
10.573415
0.429259
0.454627
5.282519
2.36655
13.447452
10.746439
10.026917
3.727153
15.991415
10.120022
12.438049
0.940418
3.016037
10.216507
4.030695
10.457817
11.359521
7.79131
1.223926
0.395047
15.333714
6.352506
11.545852
12.116377
11.214102
10.266702
8.362871
4.058071
8.211336
3.424983
5.513469
9.505927
6.076182
3.283072
10.155492
0.69444
13.612842
5.324771
1.717295
1.13651
13.576966
15.473831
0.452713
13.128992
5.413709
6.016838
11.632882
12.519783
6.587399
11.0337
13.604145
7.168698
3.665306
7.639564
10.651315
7.733026
11.915782
13.161872
0.424793
14.05601
0.549292
8.21837
0.600088
1.462276
14.076278
7.24915
0.897616
10.960832
11.334081
0.629776
2.155118
6.659393
4.39908
6.242469
4.037167
10.201851
11.354356
3.896133
8.779783
7.236926
0.558901
6.517626
9.079856
9.669069
11.256989
16.419096
6.251267
6.881012
5.972737
6.219703
2.038724
8.384171
9.059036
10.538976
2.776501
6.928547
4.014074
5.294152
1.048486
6.992257
12.653832
15.910268
12.695194
11.003649
11.699223
0.597372
0.594412
9.559296
13.970272
3.526704
7.488846
7.460482
14.586858
4.831031
16.508578
8.222346
10.137388
7.625376
11.470996
15.972651
6.24484
12.961179
6.60932
4.517502
6.091225
4.553838
5.621211
9.281419
3.011189
9.035564
7.815207
11.756153
2.39816
8.599897
11.89422
15.953537
14.049115
12.483501
2.751834
10.774357
9.268386
9.818244
3.842466
6.453272
2.62823
7.670313
7.103537
11.041468
12.785064
13.250621
0.480932
2.466419
7.161937
9.80556
4.802168
6.164387
4.961463
6.574011
14.204121
16.424347
12.079601
6.546997
9.482716
12.056631
3.520563
4.118201
5.724779
2.13657
11.715875
3.607724
14.434311
0.44861
8.435598
4.296485
13.906352
6.203463
15.730398
8.188536
9.286868
8.108315
14.170024
3.119622
3.459046
8.549078
10.585069
4.811093
7.228263
6.404772
14.627426
5.778118
0.782954
10.011371
3.13146
0.606974
9.938137
9.658744
3.439923
7.519101
10.14443
0.583621
2.822328
3.327591
9.531172
11.006309
6.140342
10.854956
1.925476
4.054807
5.758581
5.392369
7.0098
6.091385
8.151413
10.956233
14.418795
4.678841
7.280558
15.180983
6.374918
6.255504
10.245133
0.946803
13.356366
3.031236
2.041209
8.562442
6.594841
7.819234
10.182777
8.841322
10.326541
12.820196
13.757143
0.861596
16.268722
9.701655
2.231796
9.190071
0.48464
4.983686
8.049786
14.542179
9.849251
11.252915
3.424831
8.417228
3.699852
10.962208
6.269976
3.274296
11.980957
12.821823
3.370612
12.865028
3.097104
1.88209
1.073112
11.064481
2.80654
2.608675
12.002581
5.570963
11.183155
2.367668
14.975148
10.942699
5.595758
11.937346
4.897241
8.535442
6.459637
0.612681
8.98696
1.583994
11.158971
8.568798
7.877214
3.390618
7.083636
11.187309
1.117226
14.484339
12.445381
9.752043
15.202147
10.253492
6.093359
14.150639
12.321227
14.644762
8.527098
8.000272
1.191582
7.100111
12.532792
12.696633
4.430133
6.573532
0.673047
7.531305
9.888563
14.530144
2.382672
3.401823
9.101376
5.422777
8.368335
1.138428
8.792642
7.361778
9.245478
2.233855
7.975941
12.122793
13.688886
3.611378
7.37792
3.687082
14.751901
9.701413
13.30914
10.314326
7.196836
2.725312
4.140647
1.829385
4.900276
7.547401
15.075645
8.977641
1.830213
9.89222
4.047128
5.366981
6.77275
6.147398
5.037015
3.17251
0.587824
1.483468
1.665611
13.676556
2.337046
7.187211
11.912998
7.433927
5.465419
0.644167
9.769408
11.872686
10.473954
5.012612
13.85241
4.088367
5.089092
2.286738
10.21659
3.330334
2.313876
7.927027
11.864906
2.269567
10.103224
5.630188
0.501294
5.715172
1.79122
7.400237
13.711492
13.134465
1.415989
3.372562
2.364078
10.123185
1.953848
0.325254
7.81941
8.836876
10.561566
11.485068
9.179503
6.227764
1.156147
10.711927
12.93362
7.018882
12.816588
0.927524
6.588263
10.940566
7.679573
8.323724
5.356042
3.259438
12.942663
5.224684
9.869913
1.128883
11.403422
13.084585
3.020543
12.315792
9.726192
2.39886
11.398299
3.243749
5.58092
5.156892
14.089255
12.915628
6.551719
10.175705
9.675907
11.128499
12.159951
1.386661
14.722941
7.56565
12.767165
4.147343
13.890771
4.347036
1.410827
7.357314
15.779717
13.407832
13.116985
12.137621
5.966723
0.332868
11.659329
3.118978
13.607222
6.956977
7.615827
10.095829
12.936768
3.154898
12.666887
9.843436
7.349791
12.238822
0.487675
12.822108
7.56783
13.596245
9.323324
4.225223
10.794762
9.183039
17.232703
8.474444
9.105197
0.486727
10.815136
6.570808
5.676815
8.661042
12.101948
7.792949
3.532631
5.289949
10.921205
6.223221
9.260549
8.776627
2.981071
3.550496
14.856519
14.2801
3.470374
0.835212
8.925524
9.031571
8.665223
14.017769
7.743648
6.313554
12.132228
3.432018
9.092205
8.224132
7.715593
0.747863
4.828632
3.012826
5.030353
8.536064
5.545558
4.824429
10.056589
12.119625
15.01486
14.333697
3.258565
5.83778
10.371529
11.596255
5.252482
15.222552
14.712018
15.650636
3.44507
3.664052
5.81547
7.760502
8.182471
5.561295
0.509945
6.034992
4.822932
1.518624
11.772245
13.21494
6.110413
5.863141
0.554686
3.443993
7.337911
2.230777
12.136017
10.621717
5.604099
14.702387
13.945466
9.943856
13.129926
