age_years
8.283175
12.110502
10.417356
11.655549
12.858718
0.737861
9.479137
9.432878
10.206228
12.148
11.221973
9.357203
7.404842
0.862721
13.240943
14.959567
0.588353
8.160124
1.078713
0.543361
10.095897
13.061711
12.298204
0.563368
7.163696
1.30621
10.786795
8.409603
0.390303
2.22416
16.977881
10.96258
6.603617
3.432012
5.817247
8.515563
8.471626
12.760637
12.124192
3.151575
11.457843
15.781209
1.76619
15.061037
0.020354
10.29614
0.909705
2.34649
3.708016
3.995469
7.809313
11.253386
8.288492
3.529078
3.358281
2.872031
13.79867
8.745193
0.852631
3.843417
1.459928
1.489925
10.126552
9.872555
15.803763
2.746517
7.305115
7.764585
12.004769
6.50118
2.309932
11.425195
0.996516
6.633503
3.793204
0.443645
8.723338
3.591502
1.044045
11.611704
3.447342
12.205274
13.357583
3.626015
5.892627
11.731966
0.721282
10.390895
12.793564
3.171103
12.624946
16.178156
16.411066
7.060299
15.896531
2.444377
4.542828
10.092494
7.10623
12.176009
1.802231
0.389431
12.00546
10.664722
12.679881
0.381308
8.267944
6.857452
3.926343
1.354408
0.191363
1.342151
8.929707
9.024382
1.649611
10.092568
3.077812
10.019727
6.473607
12.551302
7.700434
11.921306
7.85327
8.989398
0.379229
11.32452
1.644861
12.005837
11.368382
8.871479
7.482974
5.776367
2.905891
5.35222
9.281325
6.762928
9.733053
16.348229
12.030757
1.030379
0.457262
1.721372
1.580928
11.414501
0.969374
1.20395
10.425048
14.087691
5.133165
9.343688
12.924352
15.669529
3.562399
7.655927
11.799965
0.314162
1.751905
5.467123
3.527604
13.128785
12.177779
5.497074
2.690412
2.883181
3.679398
0.509472
3.447399
10.823007
14.31298
6.284706
9.747222
12.732439
2.921458
0.222709
1.162484
15.202745
2.438833
8.380239
6.880772
10.728333
10.480668
0.613841
9.829493
14.856975
12.824811
7.99852
6.331885
11.773081
3.175918
3.251546
8.257071
13.835195
1.289018
6.624935
13.174962
9.838796
6.998986
0.434845
8.993121
6.114966
7.872545
6.358774
0.46901
7.477701
6.445705
2.282062
0.498361
11.749945
2.473818
16.529434
10.540396
3.677651
3.400815
14.506051
0.575572
7.705949
9.538918
12.690665
9.459497
17.415449
12.022392
5.178351
12.083034
12.729297
1.851001
4.445839
12.886572
4.833292
11.600572
1.142459
9.522584
12.040251
11.083213
2.76574
3.232057
12.098925
2.724793
9.657913
0.951463
3.263496
3.401255
8.844645
10.836196
8.648254
0.486903
4.028263
10.889207
14.502038
0.842245
1.726175
12.094629
7.473751
10.436772
15.20368
16.373622
12.381316
5.665936
13.585693
2.536848
11.984314
4.055169
7.630672
6.752106
0.733058
3.421091
11.762235
14.456696
10.825589
3.141831
17.150289
1.215716
3.549219
0.714203
3.103718
13.426241
10.444482
0.585969
5.987209
11.387237
13.38205
0.616289
16.009656
6.289721
0.378281
12.110515
3.395546
2.123534
7.95995
10.095827
9.167025
14.446296
5.465424
13.737067
2.224625
8.50373
1.041723
8.533706
10.504372
7.191185
2.115278
9.511755
9.81777
3.213767
0.803116
0.682647
8.808066
10.935353
5.11745
0.908022
11.709086
11.400157
16.492397
10.931776
3.169221
0.609588
15.35206
9.738171
12.699839
1.299981
3.198965
16.443983
1.722778
15.535558
9.237667
18.076205
3.730019
4.698935
9.947713
3.646534
6.684266
5.432471
3.690218
1.312647
11.227753
5.582644
11.597875
7.26855
14.370314
2.598709
0.760723
1.40163
9.288
4.31439
3.850881
8.912985
14.526899
8.373358
5.566218
3.940418
14.582257
9.816456
4.127796
3.007374
12.200698
8.770052
14.271836
8.332591
9.225537
15.700923
7.237672
4.39479
17.380679
13.597817
3.514132
10.826906
7.386149
8.155238
12.430531
8.327015
3.089852
10.642051
12.094412
0.572409
18.359576
12.356574
7.366324
16.62124
0.3775
1.457476
6.258113
16.569965
8.149641
9.801066
8.669477
3.303344
2.816669
0.852452
11.657383
