name_with_owner,url,primary_language,metrica,descricao,valor,lado,severidade,limite_inferior,limite_superior,mediana,observacao
payloadcms/payload,https://github.com/payloadcms/payload,TypeScript,releases_count,releases,574.0,acima,moderado,-220.5,367.5,39.0,
mui/material-ui,https://github.com/mui/material-ui,JavaScript,releases_count,releases,572.0,acima,moderado,-220.5,367.5,39.0,
fastlane/fastlane,https://github.com/fastlane/fastlane,Ruby,releases_count,releases,568.0,acima,moderado,-220.5,367.5,39.0,
toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,TypeScript,releases_count,releases,567.0,acima,moderado,-220.5,367.5,39.0,
Kong/insomnia,https://github.com/Kong/insomnia,TypeScript,releases_count,releases,562.0,acima,moderado,-220.5,367.5,39.0,
langchain-ai/langgraph,https://github.com/langchain-ai/langgraph,Python,releases_count,releases,560.0,acima,moderado,-220.5,367.5,39.0,
traefik/traefik,https://github.com/traefik/traefik,Go,releases_count,releases,553.0,acima,moderado,-220.5,367.5,39.0,
backstage/backstage,https://github.com/backstage/backstage,TypeScript,releases_count,releases,542.0,acima,moderado,-220.5,367.5,39.0,
strapi/strapi,https://github.com/strapi/strapi,TypeScript,releases_count,releases,541.0,acima,moderado,-220.5,367.5,39.0,
atom/atom,https://github.com/atom/atom,JavaScript,releases_count,releases,538.0,acima,moderado,-220.5,367.5,39.0,
minio/minio,https://github.com/minio/minio,Go,releases_count,releases,521.0,acima,moderado,-220.5,367.5,39.0,
QuantumNous/new-api,https://github.com/QuantumNous/new-api,Go,releases_count,releases,512.0,acima,moderado,-220.5,367.5,39.0,
nodejs/node,https://github.com/nodejs/node,JavaScript,releases_count,releases,512.0,acima,moderado,-220.5,367.5,39.0,
Homebrew/brew,https://github.com/Homebrew/brew,Ruby,releases_count,releases,509.0,acima,moderado,-220.5,367.5,39.0,
xtekky/gpt4free,https://github.com/xtekky/gpt4free,Python,releases_count,releases,504.0,acima,moderado,-220.5,367.5,39.0,
serverless/serverless,https://github.com/serverless/serverless,JavaScript,releases_count,releases,494.0,acima,moderado,-220.5,367.5,39.0,
syncthing/syncthing,https://github.com/syncthing/syncthing,Go,releases_count,releases,479.0,acima,moderado,-220.5,367.5,39.0,
react/react-native,https://github.com/react/react-native,C++,releases_count,releases,471.0,acima,moderado,-220.5,367.5,39.0,
babel/babel,https://github.com/babel/babel,TypeScript,releases_count,releases,468.0,acima,moderado,-220.5,367.5,39.0,
nextcloud/server,https://github.com/nextcloud/server,PHP,releases_count,releases,463.0,acima,moderado,-220.5,367.5,39.0,
webpack/webpack,https://github.com/webpack/webpack,JavaScript,releases_count,releases,462.0,acima,moderado,-220.5,367.5,39.0,
gchq/CyberChef,https://github.com/gchq/CyberChef,JavaScript,releases_count,releases,458.0,acima,moderado,-220.5,367.5,39.0,
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,Python,releases_count,releases,452.0,acima,moderado,-220.5,367.5,39.0,
istio/istio,https://github.com/istio/istio,Go,releases_count,releases,450.0,acima,moderado,-220.5,367.5,39.0,
hashicorp/terraform,https://github.com/hashicorp/terraform,Go,releases_count,releases,437.0,acima,moderado,-220.5,367.5,39.0,
run-llama/llama_index,https://github.com/run-llama/llama_index,Python,releases_count,releases,433.0,acima,moderado,-220.5,367.5,39.0,
slidevjs/slidev,https://github.com/slidevjs/slidev,TypeScript,releases_count,releases,430.0,acima,moderado,-220.5,367.5,39.0,
astral-sh/ruff,https://github.com/astral-sh/ruff,Rust,releases_count,releases,424.0,acima,moderado,-220.5,367.5,39.0,
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,Go,releases_count,releases,423.0,acima,moderado,-220.5,367.5,39.0,
laurent22/joplin,https://github.com/laurent22/joplin,TypeScript,releases_count,releases,418.0,acima,moderado,-220.5,367.5,39.0,
cypress-io/cypress,https://github.com/cypress-io/cypress,TypeScript,releases_count,releases,402.0,acima,moderado,-220.5,367.5,39.0,
XX-net/XX-Net,https://github.com/XX-net/XX-Net,Python,releases_count,releases,390.0,acima,moderado,-220.5,367.5,39.0,
denoland/deno,https://github.com/denoland/deno,Rust,releases_count,releases,388.0,acima,moderado,-220.5,367.5,39.0,
xyflow/xyflow,https://github.com/xyflow/xyflow,TypeScript,releases_count,releases,384.0,acima,moderado,-220.5,367.5,39.0,
gohugoio/hugo,https://github.com/gohugoio/hugo,Go,releases_count,releases,381.0,acima,moderado,-220.5,367.5,39.0,
mem0ai/mem0,https://github.com/mem0ai/mem0,Python,releases_count,releases,381.0,acima,moderado,-220.5,367.5,39.0,
prometheus/prometheus,https://github.com/prometheus/prometheus,Go,releases_count,releases,377.0,acima,moderado,-220.5,367.5,39.0,
cline/cline,https://github.com/cline/cline,TypeScript,releases_count,releases,375.0,acima,moderado,-220.5,367.5,39.0,
directus/directus,https://github.com/directus/directus,TypeScript,releases_count,releases,372.0,acima,moderado,-220.5,367.5,39.0,
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,TeX,days_since_push,dias desde o último push,2452.0,acima,extremo,-72.0,120.0,1.0,
GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,JavaScript,days_since_push,dias desde o último push,1765.0,acima,extremo,-72.0,120.0,1.0,
lib-pku/libpku,https://github.com/lib-pku/libpku,TeX,days_since_push,dias desde o último push,1688.0,acima,extremo,-72.0,120.0,1.0,
adobe/brackets,https://github.com/adobe/brackets,JavaScript,days_since_push,dias desde o último push,1530.0,acima,extremo,-72.0,120.0,1.0,
floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,Python,days_since_push,dias desde o último push,1362.0,acima,extremo,-72.0,120.0,1.0,
atom/atom,https://github.com/atom/atom,JavaScript,days_since_push,dias desde o último push,1325.0,acima,extremo,-72.0,120.0,1.0,
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,Objective-C,days_since_push,dias desde o último push,1311.0,acima,extremo,-72.0,120.0,1.0,
resume/resume.github.com,https://github.com/resume/resume.github.com,JavaScript,days_since_push,dias desde o último push,1282.0,acima,extremo,-72.0,120.0,1.0,
testerSunshine/12306,https://github.com/testerSunshine/12306,Python,days_since_push,dias desde o último push,1236.0,acima,extremo,-72.0,120.0,1.0,
prakhar1989/awesome-courses,https://github.com/prakhar1989/awesome-courses,,days_since_push,dias desde o último push,1204.0,acima,extremo,-72.0,120.0,1.0,
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,Java,days_since_push,dias desde o último push,1164.0,acima,extremo,-72.0,120.0,1.0,
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,CSS,days_since_push,dias desde o último push,1131.0,acima,extremo,-72.0,120.0,1.0,
nativefier/nativefier,https://github.com/nativefier/nativefier,TypeScript,days_since_push,dias desde o último push,1056.0,acima,extremo,-72.0,120.0,1.0,
NARKOZ/hacker-scripts,https://github.com/NARKOZ/hacker-scripts,JavaScript,days_since_push,dias desde o último push,1032.0,acima,extremo,-72.0,120.0,1.0,
dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,Shell,days_since_push,dias desde o último push,996.0,acima,extremo,-72.0,120.0,1.0,
Avik-Jain/100-Days-Of-ML-Code,https://github.com/Avik-Jain/100-Days-Of-ML-Code,,days_since_push,dias desde o último push,965.0,acima,extremo,-72.0,120.0,1.0,
wg/wrk,https://github.com/wg/wrk,C,days_since_push,dias desde o último push,964.0,acima,extremo,-72.0,120.0,1.0,
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,Python,days_since_push,dias desde o último push,957.0,acima,extremo,-72.0,120.0,1.0,
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,Python,days_since_push,dias desde o último push,907.0,acima,extremo,-72.0,120.0,1.0,
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,Python,days_since_push,dias desde o último push,871.0,acima,extremo,-72.0,120.0,1.0,
xingshaocheng/architect-awesome,https://github.com/xingshaocheng/architect-awesome,,days_since_push,dias desde o último push,861.0,acima,extremo,-72.0,120.0,1.0,
angular/angular.js,https://github.com/angular/angular.js,JavaScript,days_since_push,dias desde o último push,860.0,acima,extremo,-72.0,120.0,1.0,
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,,days_since_push,dias desde o último push,857.0,acima,extremo,-72.0,120.0,1.0,
xitu/gold-miner,https://github.com/xitu/gold-miner,,days_since_push,dias desde o último push,855.0,acima,extremo,-72.0,120.0,1.0,
minimaxir/big-list-of-naughty-strings,https://github.com/minimaxir/big-list-of-naughty-strings,Python,days_since_push,dias desde o último push,854.0,acima,extremo,-72.0,120.0,1.0,
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,,days_since_push,dias desde o último push,854.0,acima,extremo,-72.0,120.0,1.0,
fighting41love/funNLP,https://github.com/fighting41love/funNLP,Python,days_since_push,dias desde o último push,832.0,acima,extremo,-72.0,120.0,1.0,
astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,Go,days_since_push,dias desde o último push,830.0,acima,extremo,-72.0,120.0,1.0,
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,Python,days_since_push,dias desde o último push,824.0,acima,extremo,-72.0,120.0,1.0,
dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,,days_since_push,dias desde o último push,821.0,acima,extremo,-72.0,120.0,1.0,
ehang-io/nps,https://github.com/ehang-io/nps,Go,days_since_push,dias desde o último push,812.0,acima,extremo,-72.0,120.0,1.0,
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,Ruby,days_since_push,dias desde o último push,808.0,acima,extremo,-72.0,120.0,1.0,
algorithm-visualizer/algorithm-visualizer,https://github.com/algorithm-visualizer/algorithm-visualizer,JavaScript,days_since_push,dias desde o último push,802.0,acima,extremo,-72.0,120.0,1.0,
necolas/normalize.css,https://github.com/necolas/normalize.css,CSS,days_since_push,dias desde o último push,799.0,acima,extremo,-72.0,120.0,1.0,
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,Jupyter Notebook,days_since_push,dias desde o último push,793.0,acima,extremo,-72.0,120.0,1.0,
jlevy/the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,,days_since_push,dias desde o último push,786.0,acima,extremo,-72.0,120.0,1.0,
scutan90/DeepLearning-500-questions,https://github.com/scutan90/DeepLearning-500-questions,JavaScript,days_since_push,dias desde o último push,785.0,acima,extremo,-72.0,120.0,1.0,
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,Jupyter Notebook,days_since_push,dias desde o último push,785.0,acima,extremo,-72.0,120.0,1.0,
zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,Python,days_since_push,dias desde o último push,784.0,acima,extremo,-72.0,120.0,1.0,
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,JavaScript,days_since_push,dias desde o último push,776.0,acima,extremo,-72.0,120.0,1.0,
nvbn/thefuck,https://github.com/nvbn/thefuck,Python,days_since_push,dias desde o último push,762.0,acima,extremo,-72.0,120.0,1.0,
google-research/bert,https://github.com/google-research/bert,Python,days_since_push,dias desde o último push,757.0,acima,extremo,-72.0,120.0,1.0,
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,Java,days_since_push,dias desde o último push,757.0,acima,extremo,-72.0,120.0,1.0,
aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,Jupyter Notebook,days_since_push,dias desde o último push,755.0,acima,extremo,-72.0,120.0,1.0,
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,Python,days_since_push,dias desde o último push,755.0,acima,extremo,-72.0,120.0,1.0,
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,JavaScript,days_since_push,dias desde o último push,753.0,acima,extremo,-72.0,120.0,1.0,
DopplerHQ/awesome-interview-questions,https://github.com/DopplerHQ/awesome-interview-questions,,days_since_push,dias desde o último push,752.0,acima,extremo,-72.0,120.0,1.0,
animate-css/animate.css,https://github.com/animate-css/animate.css,CSS,days_since_push,dias desde o último push,752.0,acima,extremo,-72.0,120.0,1.0,
ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,JavaScript,days_since_push,dias desde o último push,752.0,acima,extremo,-72.0,120.0,1.0,
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,Python,days_since_push,dias desde o último push,751.0,acima,extremo,-72.0,120.0,1.0,
karpathy/LLM101n,https://github.com/karpathy/LLM101n,,days_since_push,dias desde o último push,749.0,acima,extremo,-72.0,120.0,1.0,
BVLC/caffe,https://github.com/BVLC/caffe,C++,days_since_push,dias desde o último push,749.0,acima,extremo,-72.0,120.0,1.0,
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,C++,days_since_push,dias desde o último push,747.0,acima,extremo,-72.0,120.0,1.0,
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,TypeScript,days_since_push,dias desde o último push,747.0,acima,extremo,-72.0,120.0,1.0,
lydiahallie/javascript-questions,https://github.com/lydiahallie/javascript-questions,,days_since_push,dias desde o último push,746.0,acima,extremo,-72.0,120.0,1.0,
xinntao/Real-ESRGAN,https://github.com/xinntao/Real-ESRGAN,Python,days_since_push,dias desde o último push,744.0,acima,extremo,-72.0,120.0,1.0,
GorvGoyl/Clone-Wars,https://github.com/GorvGoyl/Clone-Wars,,days_since_push,dias desde o último push,744.0,acima,extremo,-72.0,120.0,1.0,
kelseyhightower/nocode,https://github.com/kelseyhightower/nocode,Dockerfile,days_since_push,dias desde o último push,743.0,acima,extremo,-72.0,120.0,1.0,
FiloSottile/mkcert,https://github.com/FiloSottile/mkcert,Go,days_since_push,dias desde o último push,737.0,acima,extremo,-72.0,120.0,1.0,
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,C,days_since_push,dias desde o último push,737.0,acima,extremo,-72.0,120.0,1.0,
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,Go,days_since_push,dias desde o último push,736.0,acima,extremo,-72.0,120.0,1.0,
karan/Projects,https://github.com/karan/Projects,,days_since_push,dias desde o último push,736.0,acima,extremo,-72.0,120.0,1.0,
nodejs/node-v0.x-archive,https://github.com/nodejs/node-v0.x-archive,,days_since_push,dias desde o último push,735.0,acima,extremo,-72.0,120.0,1.0,
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,Java,days_since_push,dias desde o último push,735.0,acima,extremo,-72.0,120.0,1.0,
open-guides/og-aws,https://github.com/open-guides/og-aws,Shell,days_since_push,dias desde o último push,734.0,acima,extremo,-72.0,120.0,1.0,
coqui-ai/TTS,https://github.com/coqui-ai/TTS,Python,days_since_push,dias desde o último push,734.0,acima,extremo,-72.0,120.0,1.0,
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,Python,days_since_push,dias desde o último push,733.0,acima,extremo,-72.0,120.0,1.0,
suno-ai/bark,https://github.com/suno-ai/bark,Jupyter Notebook,days_since_push,dias desde o último push,731.0,acima,extremo,-72.0,120.0,1.0,
alex/what-happens-when,https://github.com/alex/what-happens-when,,days_since_push,dias desde o último push,731.0,acima,extremo,-72.0,120.0,1.0,
ElemeFE/element,https://github.com/ElemeFE/element,Vue,days_since_push,dias desde o último push,730.0,acima,extremo,-72.0,120.0,1.0,
freefq/free,https://github.com/freefq/free,,days_since_push,dias desde o último push,730.0,acima,extremo,-72.0,120.0,1.0,
fxsjy/jieba,https://github.com/fxsjy/jieba,Python,days_since_push,dias desde o último push,729.0,acima,extremo,-72.0,120.0,1.0,
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,Ruby,days_since_push,dias desde o último push,729.0,acima,extremo,-72.0,120.0,1.0,
CyC2018/CS-Notes,https://github.com/CyC2018/CS-Notes,,days_since_push,dias desde o último push,729.0,acima,extremo,-72.0,120.0,1.0,
lencx/ChatGPT,https://github.com/lencx/ChatGPT,Rust,days_since_push,dias desde o último push,721.0,acima,extremo,-72.0,120.0,1.0,
xai-org/grok-1,https://github.com/xai-org/grok-1,Python,days_since_push,dias desde o último push,720.0,acima,extremo,-72.0,120.0,1.0,
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,,days_since_push,dias desde o último push,709.0,acima,extremo,-72.0,120.0,1.0,
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,Jupyter Notebook,days_since_push,dias desde o último push,701.0,acima,extremo,-72.0,120.0,1.0,
vuejs/vue,https://github.com/vuejs/vue,TypeScript,days_since_push,dias desde o último push,679.0,acima,extremo,-72.0,120.0,1.0,
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,Vue,days_since_push,dias desde o último push,665.0,acima,extremo,-72.0,120.0,1.0,
DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,,days_since_push,dias desde o último push,664.0,acima,extremo,-72.0,120.0,1.0,
alibaba/easyexcel,https://github.com/alibaba/easyexcel,Java,days_since_push,dias desde o último push,660.0,acima,extremo,-72.0,120.0,1.0,
apachecn/ailearning,https://github.com/apachecn/ailearning,Python,days_since_push,dias desde o último push,646.0,acima,extremo,-72.0,120.0,1.0,
trimstray/the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,,days_since_push,dias desde o último push,639.0,acima,extremo,-72.0,120.0,1.0,
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,JavaScript,days_since_push,dias desde o último push,631.0,acima,extremo,-72.0,120.0,1.0,
nilbuild/design-patterns-for-humans,https://github.com/nilbuild/design-patterns-for-humans,,days_since_push,dias desde o último push,626.0,acima,extremo,-72.0,120.0,1.0,
httpie/cli,https://github.com/httpie/cli,Python,days_since_push,dias desde o último push,611.0,acima,extremo,-72.0,120.0,1.0,
shadowsocks/shadowsocks-windows,https://github.com/shadowsocks/shadowsocks-windows,C#,days_since_push,dias desde o último push,596.0,acima,extremo,-72.0,120.0,1.0,
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,JavaScript,days_since_push,dias desde o último push,596.0,acima,extremo,-72.0,120.0,1.0,
meta-llama/llama,https://github.com/meta-llama/llama,Python,days_since_push,dias desde o último push,571.0,acima,extremo,-72.0,120.0,1.0,
formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,,days_since_push,dias desde o último push,563.0,acima,extremo,-72.0,120.0,1.0,
react/create-react-app,https://github.com/react/create-react-app,JavaScript,days_since_push,dias desde o último push,551.0,acima,extremo,-72.0,120.0,1.0,
bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,CSS,days_since_push,dias desde o último push,540.0,acima,extremo,-72.0,120.0,1.0,
opentofu/manifesto,https://github.com/opentofu/manifesto,HTML,days_since_push,dias desde o último push,520.0,acima,extremo,-72.0,120.0,1.0,
mli/paper-reading,https://github.com/mli/paper-reading,,days_since_push,dias desde o último push,516.0,acima,extremo,-72.0,120.0,1.0,
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,,days_since_push,dias desde o último push,503.0,acima,extremo,-72.0,120.0,1.0,
kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,,days_since_push,dias desde o último push,497.0,acima,extremo,-72.0,120.0,1.0,
bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,Vue,days_since_push,dias desde o último push,496.0,acima,extremo,-72.0,120.0,1.0,
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,Python,days_since_push,dias desde o último push,488.0,acima,extremo,-72.0,120.0,1.0,
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,TypeScript,days_since_push,dias desde o último push,478.0,acima,extremo,-72.0,120.0,1.0,
kdn251/interviews,https://github.com/kdn251/interviews,Java,days_since_push,dias desde o último push,465.0,acima,extremo,-72.0,120.0,1.0,
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,Python,days_since_push,dias desde o último push,463.0,acima,extremo,-72.0,120.0,1.0,
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,,days_since_push,dias desde o último push,458.0,acima,extremo,-72.0,120.0,1.0,
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,C++,days_since_push,dias desde o último push,450.0,acima,extremo,-72.0,120.0,1.0,
PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,Java,days_since_push,dias desde o último push,441.0,acima,extremo,-72.0,120.0,1.0,
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,Shell,days_since_push,dias desde o último push,422.0,acima,extremo,-72.0,120.0,1.0,
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,,days_since_push,dias desde o último push,419.0,acima,extremo,-72.0,120.0,1.0,
QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,Python,days_since_push,dias desde o último push,407.0,acima,extremo,-72.0,120.0,1.0,
azl397985856/leetcode,https://github.com/azl397985856/leetcode,JavaScript,days_since_push,dias desde o último push,400.0,acima,extremo,-72.0,120.0,1.0,
maybe-finance/maybe,https://github.com/maybe-finance/maybe,Ruby,days_since_push,dias desde o último push,392.0,acima,extremo,-72.0,120.0,1.0,
slab/quill,https://github.com/slab/quill,TypeScript,days_since_push,dias desde o último push,391.0,acima,extremo,-72.0,120.0,1.0,
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,days_since_push,dias desde o último push,384.0,acima,extremo,-72.0,120.0,1.0,
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,Go,days_since_push,dias desde o último push,379.0,acima,extremo,-72.0,120.0,1.0,
mouredev/Hello-Python,https://github.com/mouredev/Hello-Python,Python,days_since_push,dias desde o último push,374.0,acima,extremo,-72.0,120.0,1.0,
atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,JavaScript,days_since_push,dias desde o último push,367.0,acima,extremo,-72.0,120.0,1.0,
996icu/996.ICU,https://github.com/996icu/996.ICU,,days_since_push,dias desde o último push,363.0,acima,extremo,-72.0,120.0,1.0,
adam-p/markdown-here,https://github.com/adam-p/markdown-here,JavaScript,days_since_push,dias desde o último push,363.0,acima,extremo,-72.0,120.0,1.0,
huihut/interview,https://github.com/huihut/interview,C++,days_since_push,dias desde o último push,361.0,acima,extremo,-72.0,120.0,1.0,
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,HTML,days_since_push,dias desde o último push,360.0,acima,extremo,-72.0,120.0,1.0,
ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,,days_since_push,dias desde o último push,359.0,acima,extremo,-72.0,120.0,1.0,
jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,,days_since_push,dias desde o último push,357.0,acima,extremo,-72.0,120.0,1.0,
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,Python,days_since_push,dias desde o último push,357.0,acima,extremo,-72.0,120.0,1.0,
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,,days_since_push,dias desde o último push,357.0,acima,extremo,-72.0,120.0,1.0,
twitter/the-algorithm,https://github.com/twitter/the-algorithm,Scala,days_since_push,dias desde o último push,346.0,acima,extremo,-72.0,120.0,1.0,
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,,days_since_push,dias desde o último push,338.0,acima,extremo,-72.0,120.0,1.0,
Lordog/dive-into-llms,https://github.com/Lordog/dive-into-llms,Jupyter Notebook,days_since_push,dias desde o último push,314.0,acima,extremo,-72.0,120.0,1.0,
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,C++,days_since_push,dias desde o último push,313.0,acima,extremo,-72.0,120.0,1.0,
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,,days_since_push,dias desde o último push,313.0,acima,extremo,-72.0,120.0,1.0,
TapXWorld/ChinaTextbook,https://github.com/TapXWorld/ChinaTextbook,Roff,days_since_push,dias desde o último push,306.0,acima,extremo,-72.0,120.0,1.0,
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,TypeScript,days_since_push,dias desde o último push,304.0,acima,extremo,-72.0,120.0,1.0,
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,Python,days_since_push,dias desde o último push,302.0,acima,extremo,-72.0,120.0,1.0,
AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,,days_since_push,dias desde o último push,290.0,acima,extremo,-72.0,120.0,1.0,
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,Python,days_since_push,dias desde o último push,283.0,acima,extremo,-72.0,120.0,1.0,
jaredpalmer/formik,https://github.com/jaredpalmer/formik,TypeScript,days_since_push,dias desde o último push,283.0,acima,extremo,-72.0,120.0,1.0,
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,Shell,days_since_push,dias desde o último push,282.0,acima,extremo,-72.0,120.0,1.0,
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,Python,days_since_push,dias desde o último push,281.0,acima,extremo,-72.0,120.0,1.0,
hankcs/HanLP,https://github.com/hankcs/HanLP,Python,days_since_push,dias desde o último push,277.0,acima,extremo,-72.0,120.0,1.0,
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,Python,days_since_push,dias desde o último push,273.0,acima,extremo,-72.0,120.0,1.0,
ziglang/zig,https://github.com/ziglang/zig,Zig,days_since_push,dias desde o último push,266.0,acima,extremo,-72.0,120.0,1.0,
lllyasviel/Fooocus,https://github.com/lllyasviel/Fooocus,Python,days_since_push,dias desde o último push,262.0,acima,extremo,-72.0,120.0,1.0,
Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,JavaScript,days_since_push,dias desde o último push,257.0,acima,extremo,-72.0,120.0,1.0,
wagoodman/dive,https://github.com/wagoodman/dive,Go,days_since_push,dias desde o último push,248.0,acima,extremo,-72.0,120.0,1.0,
chubin/cheat.sh,https://github.com/chubin/cheat.sh,Python,days_since_push,dias desde o último push,240.0,acima,extremo,-72.0,120.0,1.0,
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,Python,days_since_push,dias desde o último push,236.0,acima,extremo,-72.0,120.0,1.0,
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,,days_since_push,dias desde o último push,234.0,acima,extremo,-72.0,120.0,1.0,
LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,,days_since_push,dias desde o último push,233.0,acima,extremo,-72.0,120.0,1.0,
GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,,days_since_push,dias desde o último push,232.0,acima,extremo,-72.0,120.0,1.0,
binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,,days_since_push,dias desde o último push,228.0,acima,extremo,-72.0,120.0,1.0,
songquanpeng/one-api,https://github.com/songquanpeng/one-api,JavaScript,days_since_push,dias desde o último push,223.0,acima,extremo,-72.0,120.0,1.0,
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,Python,days_since_push,dias desde o último push,219.0,acima,extremo,-72.0,120.0,1.0,
QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,HTML,days_since_push,dias desde o último push,212.0,acima,extremo,-72.0,120.0,1.0,
