name_with_owner,primary_language,language_group,is_popular_language,open_issues,closed_issues,total_issues,has_issues,closed_issues_percentage
h5bp/Front-end-Developer-Interview-Questions,Nunjucks,Nunjucks,False,42,143,185,True,77.29729729729729
xingshaocheng/architect-awesome,,Sem linguagem identificada,False,48,23,71,True,32.3943661971831
coollabsio/coolify,PHP,PHP,True,533,3447,3980,True,86.60804020100502
ultralytics/ultralytics,Python,Python,True,43,12851,12894,True,99.66651155576237
atom/atom,JavaScript,JavaScript,True,962,16149,17111,True,94.37788557068552
nuxt/nuxt,TypeScript,TypeScript,True,365,17120,17485,True,97.91249642550758
pocketbase/pocketbase,Go,Go,True,19,2020,2039,True,99.06817067189799
microsoft/autogen,Python,Python,True,558,2519,3077,True,81.8654533636659
pi-hole/pi-hole,Shell,Shell,True,22,3125,3147,True,99.30092151255164
marktext/marktext,TypeScript,TypeScript,True,624,2828,3452,True,81.92352259559675
adam-p/markdown-here,JavaScript,JavaScript,True,301,334,635,True,52.59842519685039
sharkdp/bat,Rust,Rust,False,326,1303,1629,True,79.98772252915899
byoungd/up,JavaScript,JavaScript,True,30,102,132,True,77.27272727272727
spring-projects/spring-framework,Java,Java,True,363,27990,28353,True,98.71971219976722
CorentinJ/Real-Time-Voice-Cloning,Python,Python,True,169,953,1122,True,84.93761140819964
ghostty-org/ghostty,Zig,Zig,False,140,2116,2256,True,93.79432624113475
jquery/jquery,JavaScript,JavaScript,True,73,2320,2393,True,96.94943585457585
shadowsocks/shadowsocks-windows,C#,C#,True,189,2729,2918,True,93.52296093214531
meta-llama/llama,Python,Python,True,473,654,1127,True,58.0301685891748
termux/termux-app,Java,Java,True,498,2654,3152,True,84.2005076142132
starship/starship,Rust,Rust,False,802,1909,2711,True,70.41682036149022
FiloSottile/mkcert,Go,Go,True,117,242,359,True,67.40947075208913
rclone/rclone,Go,Go,True,979,5198,6177,True,84.1508823053262
meilisearch/meilisearch,Rust,Rust,False,243,2231,2474,True,90.17784963621665
pathwaycom/llm-app,Jupyter Notebook,Jupyter Notebook,False,5,15,20,True,75.0
penpot/penpot,Clojure,Clojure,False,669,2477,3146,True,78.7349014621742
rust-unofficial/awesome-rust,Rust,Rust,False,7,143,150,True,95.33333333333334
mvanhorn/last30days-skill,Python,Python,True,86,158,244,True,64.75409836065575
rails/rails,Ruby,Ruby,False,490,18167,18657,True,97.3736399206732
tiimgreen/github-cheat-sheet,,Sem linguagem identificada,False,28,49,77,True,63.63636363636363
pmndrs/zustand,TypeScript,TypeScript,True,2,695,697,True,99.71305595408894
angular/angular.js,JavaScript,JavaScript,True,389,8644,9033,True,95.69356802834052
MemPalace/mempalace,Python,Python,True,326,465,791,True,58.78634639696586
FoundationAgents/OpenManus,Python,Python,True,281,473,754,True,62.732095490716176
ultralytics/yolov5,Python,Python,True,30,9413,9443,True,99.68230435243038
h5bp/html5-boilerplate,JavaScript,JavaScript,True,7,1359,1366,True,99.48755490483163
scutan90/DeepLearning-500-questions,JavaScript,JavaScript,True,111,81,192,True,42.1875
go-gitea/gitea,Go,Go,True,2350,13616,15966,True,85.28122259802079
deepfakes/faceswap,Python,Python,True,10,899,909,True,98.89988998899891
zylon-ai/private-gpt,Python,Python,True,1,1240,1241,True,99.91941982272361
crewAIInc/crewAI,Python,Python,True,115,2011,2126,True,94.59078080903105
karpathy/nanochat,Python,Python,True,22,117,139,True,84.17266187050359
wasabeef/awesome-android-ui,,Sem linguagem identificada,False,22,95,117,True,81.19658119658119
Textualize/rich,Python,Python,True,237,1289,1526,True,84.46920052424639
appwrite/appwrite,TypeScript,TypeScript,True,521,3950,4471,True,88.34712592261239
remotion-dev/remotion,TypeScript,TypeScript,True,176,3540,3716,True,95.26372443487621
FuelLabs/fuel-core,Rust,Rust,False,162,999,1161,True,86.04651162790698
soimort/you-get,Python,Python,True,0,0,0,False,
BerriAI/litellm,Python,Python,True,1685,10546,12231,True,86.22353037364074
ageitgey/face_recognition,Python,Python,True,775,604,1379,True,43.79985496736766
remix-run/react-router,TypeScript,TypeScript,True,98,8294,8392,True,98.83222116301239
golang-standards/project-layout,Makefile,Makefile,False,72,44,116,True,37.93103448275862
makeplane/plane,TypeScript,TypeScript,True,798,1116,1914,True,58.307210031347964
usestrix/strix,Python,Python,True,129,191,320,True,59.68750000000001
Zie619/n8n-workflows,Python,Python,True,25,80,105,True,76.19047619047619
laurent22/joplin,TypeScript,TypeScript,True,609,7633,8242,True,92.61101674350886
jellyfin/jellyfin,C#,C#,True,378,8314,8692,True,95.651173492867
gatsbyjs/gatsby,JavaScript,JavaScript,True,218,13910,14128,True,98.45696489241223
Raphire/Win11Debloat,PowerShell,PowerShell,False,32,356,388,True,91.75257731958763
azl397985856/leetcode,JavaScript,JavaScript,True,10,248,258,True,96.12403100775194
firstcontributions/first-contributions,,Sem linguagem identificada,False,17,1497,1514,True,98.8771466314399
typst/typst,Rust,Rust,False,1214,3282,4496,True,72.9982206405694
FlowiseAI/Flowise,TypeScript,TypeScript,True,700,1973,2673,True,73.81219603441825
twentyhq/twenty,TypeScript,TypeScript,True,115,6733,6848,True,98.32067757009347
AntonOsika/gpt-engineer,Python,Python,True,32,471,503,True,93.63817097415506
PowerShell/PowerShell,C#,C#,True,1287,12270,13557,True,90.50674928081433
romkatv/powerlevel10k,Shell,Shell,True,128,2492,2620,True,95.1145038167939
ngosang/trackerslist,,Sem linguagem identificada,False,11,528,539,True,97.95918367346938
jingyaogong/minimind,Python,Python,True,26,608,634,True,95.89905362776025
TryGhost/Ghost,JavaScript,JavaScript,True,29,7299,7328,True,99.60425764192141
facebookresearch/segment-anything,Jupyter Notebook,Jupyter Notebook,False,536,182,718,True,25.348189415041784
WerWolv/ImHex,C++,C++,True,355,1292,1647,True,78.44565877352763
wagoodman/dive,Go,Go,True,169,206,375,True,54.93333333333334
lencx/ChatGPT,Rust,Rust,False,907,373,1280,True,29.140624999999996
maybe-finance/maybe,Ruby,Ruby,False,0,0,0,False,
psf/requests,Python,Python,True,147,4026,4173,True,96.47735442127966
vuejs/core,TypeScript,TypeScript,True,559,5526,6085,True,90.81347576006573
agalwood/Motrix,TypeScript,TypeScript,True,772,611,1383,True,44.17932031814895
ElemeFE/element,Vue,Vue,False,2645,15246,17891,True,85.21603040634956
odoo/odoo,Python,Python,True,3764,15363,19127,True,80.32101218173263
google/material-design-icons,,Sem linguagem identificada,False,410,1186,1596,True,74.3107769423559
mozilla/pdf.js,JavaScript,JavaScript,True,366,10199,10565,True,96.53573118788452
necolas/normalize.css,CSS,CSS,False,47,471,518,True,90.92664092664093
freqtrade/freqtrade,Python,Python,True,23,5631,5654,True,99.59320834807215
JetBrains/kotlin,Kotlin,Kotlin,False,0,0,0,False,
chinese-poetry/chinese-poetry,JavaScript,JavaScript,True,126,92,218,True,42.201834862385326
vsouza/awesome-ios,Swift,Swift,False,6,494,500,True,98.8
ggml-org/whisper.cpp,C++,C++,True,1068,895,1963,True,45.59347936831381
aaif-goose/goose,Rust,Rust,False,166,2642,2808,True,94.08831908831908
microsoft/VibeVoice,Python,Python,True,125,118,243,True,48.559670781893004
lyswhut/lx-music-desktop,TypeScript,TypeScript,True,1223,1306,2529,True,51.640964808224595
dockur/windows,Shell,Shell,True,18,1017,1035,True,98.26086956521739
sickcodes/Docker-OSX,Shell,Shell,True,397,289,686,True,42.12827988338192
hesreallyhim/awesome-claude-code,Python,Python,True,893,1138,2031,True,56.03151157065484
ionic-team/ionic-framework,TypeScript,TypeScript,True,569,21629,22198,True,97.4367060095504
jesseduffield/lazydocker,Go,Go,True,197,216,413,True,52.300242130750604
lllyasviel/Fooocus,Python,Python,True,247,1421,1668,True,85.19184652278177
prettier/prettier,JavaScript,JavaScript,True,1163,6163,7326,True,84.12503412503412
xai-org/grok-1,Python,Python,True,0,0,0,False,
etcd-io/etcd,Go,Go,True,116,7132,7248,True,98.39955849889624
bmad-code-org/BMAD-METHOD,JavaScript,JavaScript,True,103,975,1078,True,90.4452690166976
VoltAgent/awesome-openclaw-skills,,Sem linguagem identificada,False,0,84,84,True,100.0
diegosouzapw/OmniRoute,TypeScript,TypeScript,True,279,3323,3602,True,92.25430316490838
anthropics/claude-cookbooks,Jupyter Notebook,Jupyter Notebook,False,75,138,213,True,64.7887323943662
google/guava,Java,Java,True,618,3051,3669,True,83.15617334423548
dkhamsing/open-source-ios-apps,,Sem linguagem identificada,False,0,357,357,True,100.0
run-llama/llama_index,Python,Python,True,176,7079,7255,True,97.57408683666436
expo/expo,TypeScript,TypeScript,True,291,19001,19292,True,98.49160273688575
Avik-Jain/100-Days-Of-ML-Code,,Sem linguagem identificada,False,0,0,0,False,
jekyll/jekyll,Ruby,Ruby,False,130,4809,4939,True,97.36788823648513
dbeaver/dbeaver,Java,Java,True,3229,17285,20514,True,84.25953007702057
poteto/hiring-without-whiteboards,JavaScript,JavaScript,True,0,0,0,False,
charlax/professional-programming,Python,Python,True,1,32,33,True,96.96969696969697
DefinitelyTyped/DefinitelyTyped,TypeScript,TypeScript,True,557,7561,8118,True,93.13870411431388
ethereum/go-ethereum,Go,Go,True,197,8520,8717,True,97.74004818171389
justjavac/wechat-miniapp-radar,TypeScript,TypeScript,True,0,35,35,True,100.0
Semantic-Org/Semantic-UI,JavaScript,JavaScript,True,964,5269,6233,True,84.53393229584469
cypress-io/cypress,TypeScript,TypeScript,True,1021,14552,15573,True,93.44378090284467
jamiepine/voicebox,TypeScript,TypeScript,True,491,191,682,True,28.005865102639294
CherryHQ/cherry-studio,TypeScript,TypeScript,True,908,10301,11209,True,91.89936658042645
bannedbook/fanqiang,Kotlin,Kotlin,False,334,502,836,True,60.04784688995215
nlohmann/json,C++,C++,True,35,2374,2409,True,98.54711498547115
mastodon/mastodon,Ruby,Ruby,False,4323,8780,13103,True,67.00755552163626
TanStack/query,TypeScript,TypeScript,True,57,2291,2348,True,97.57240204429301
skylot/jadx,Java,Java,True,429,1690,2119,True,79.75460122699386
serhii-londar/open-source-mac-os-apps,,Sem linguagem identificada,False,23,211,234,True,90.17094017094017
AlistGo/alist,Go,Go,True,522,3974,4496,True,88.38967971530249
jgthms/bulma,CSS,CSS,False,349,2404,2753,True,87.32292045041773
stablyai/orca,TypeScript,TypeScript,True,2017,1969,3986,True,49.39789262418465
chenglou/pretext,TypeScript,TypeScript,True,46,50,96,True,52.083333333333336
tldraw/tldraw,TypeScript,TypeScript,True,419,2294,2713,True,84.55584224106155
Lordog/dive-into-llms,Jupyter Notebook,Jupyter Notebook,False,9,17,26,True,65.38461538461539
huginn/huginn,Ruby,Ruby,False,613,1580,2193,True,72.04742362061104
NARKOZ/hacker-scripts,JavaScript,JavaScript,True,38,68,106,True,64.15094339622641
jakevdp/PythonDataScienceHandbook,Jupyter Notebook,Jupyter Notebook,False,126,84,210,True,40.0
roboflow/supervision,Python,Python,True,39,505,544,True,92.83088235294117
pandas-dev/pandas,Python,Python,True,2607,25874,28481,True,90.84652926512412
kelseyhightower/kubernetes-the-hard-way,,Sem linguagem identificada,False,25,416,441,True,94.33106575963718
hashicorp/terraform,Go,Go,True,1755,19992,21747,True,91.92992136846462
ChromeDevTools/chrome-devtools-mcp,TypeScript,TypeScript,True,73,434,507,True,85.60157790927022
chen08209/FlClash,Dart,Dart,False,519,1514,2033,True,74.47122479094934
ClickHouse/ClickHouse,C++,C++,True,4980,25455,30435,True,83.63725973385905
astral-sh/ruff,Rust,Rust,False,1695,6554,8249,True,79.45205479452055
Homebrew/brew,Ruby,Ruby,False,0,5277,5277,True,100.0
x64dbg/x64dbg,C++,C++,True,572,2150,2722,True,78.9860396767083
GokuMohandas/Made-With-ML,Jupyter Notebook,Jupyter Notebook,False,18,59,77,True,76.62337662337663
apple/container,Swift,Swift,False,296,572,868,True,65.89861751152074
calesthio/OpenMontage,Python,Python,True,79,49,128,True,38.28125
JuliaLang/julia,Julia,Julia,False,3620,22516,26136,True,86.14937251300888
bigskysoftware/htmx,JavaScript,JavaScript,True,617,1123,1740,True,64.54022988505747
metabase/metabase,Clojure,Clojure,False,3745,21970,25715,True,85.43651565234299
akullpp/awesome-java,,Sem linguagem identificada,False,0,145,145,True,100.0
tmux/tmux,C,C,False,15,4129,4144,True,99.6380308880309
algorithm-visualizer/algorithm-visualizer,JavaScript,JavaScript,True,49,77,126,True,61.111111111111114
iamkun/dayjs,JavaScript,JavaScript,True,968,880,1848,True,47.61904761904761
upscayl/upscayl,TypeScript,TypeScript,True,54,1025,1079,True,94.99536607970343
DovAmir/awesome-design-patterns,,Sem linguagem identificada,False,11,6,17,True,35.294117647058826
mudler/LocalAI,Go,Go,True,99,1512,1611,True,93.85474860335195
KRTirtho/spotube,Dart,Dart,False,809,1309,2118,True,61.803588290840416
nilbuild/design-patterns-for-humans,,Sem linguagem identificada,False,5,47,52,True,90.38461538461539
type-challenges/type-challenges,TypeScript,TypeScript,True,33193,4092,37285,True,10.974922891243127
Aider-AI/aider,Python,Python,True,1342,3018,4360,True,69.22018348623853
brillout/awesome-react-components,,Sem linguagem identificada,False,16,45,61,True,73.77049180327869
hugohe3/ppt-master,Python,Python,True,5,119,124,True,95.96774193548387
ReactiveX/RxJava,Java,Java,True,10,3275,3285,True,99.69558599695586
slidevjs/slidev,TypeScript,TypeScript,True,183,1195,1378,True,86.71988388969521
moeru-ai/airi,TypeScript,TypeScript,True,87,451,538,True,83.82899628252788
router-for-me/CLIProxyAPI,Go,Go,True,70,2516,2586,True,97.29311678267595
pixijs/pixijs,TypeScript,TypeScript,True,291,5843,6134,True,95.25595044016954
moment/moment,JavaScript,JavaScript,True,162,4003,4165,True,96.11044417767107
HKUDS/CLI-Anything,Python,Python,True,52,77,129,True,59.68992248062015
karan/Projects,,Sem linguagem identificada,False,59,39,98,True,39.795918367346935
calcom/cal.diy,TypeScript,TypeScript,True,1119,8270,9389,True,88.08179784854617
microsoft/qlib,Python,Python,True,302,769,1071,True,71.80205415499533
lukasz-madon/awesome-remote-job,,Sem linguagem identificada,False,20,75,95,True,78.94736842105263
gogs/gogs,Go,Go,True,940,4269,5209,True,81.9543098483394
bevyengine/bevy,Rust,Rust,False,2832,5809,8641,True,67.22601550746441
minimaxir/big-list-of-naughty-strings,Python,Python,True,69,32,101,True,31.683168316831683
discourse/discourse,Ruby,Ruby,False,0,0,0,False,
prisma/prisma,TypeScript,TypeScript,True,2461,9559,12020,True,79.52579034941763
oobabooga/textgen,Python,Python,True,801,3397,4198,True,80.91948546927108
GitHubDaily/GitHubDaily,,Sem linguagem identificada,False,771,196,967,True,20.2688728024819
acmesh-official/acme.sh,Shell,Shell,True,38,3666,3704,True,98.97408207343412
jeecgboot/JeecgBoot,Java,Java,True,17,8478,8495,True,99.79988228369629
coreybutler/nvm-windows,Go,Go,True,59,910,969,True,93.91124871001033
dypsilon/frontend-dev-bookmarks,,Sem linguagem identificada,False,35,82,117,True,70.08547008547008
rohitg00/ai-engineering-from-scratch,Python,Python,True,33,41,74,True,55.4054054054054
slab/quill,TypeScript,TypeScript,True,578,3270,3848,True,84.97920997920998
HKUDS/nanobot,Python,Python,True,199,1256,1455,True,86.32302405498282
typescript-cheatsheets/react,TypeScript,TypeScript,True,0,225,225,True,100.0
multica-ai/multica,Go,Go,True,762,1469,2231,True,65.84491259524877
elder-plinius/CL4R1T4S,,Sem linguagem identificada,False,71,8,79,True,10.126582278481013
lysine-dev/okhttp,Kotlin,Kotlin,False,89,4213,4302,True,97.93119479311947
gedoor/legado,Kotlin,Kotlin,False,0,0,0,False,
KeygraphHQ/shannon,TypeScript,TypeScript,True,15,124,139,True,89.20863309352518
v2ray/v2ray-core,Go,Go,True,3,2597,2600,True,99.88461538461539
serverless/serverless,JavaScript,JavaScript,True,1109,5525,6634,True,83.28308712692191
kepano/obsidian-skills,,Sem linguagem identificada,False,26,20,46,True,43.47826086956522
exo-explore/exo,Python,Python,True,191,740,931,True,79.484425349087
Asabeneh/30-Days-Of-JavaScript,JavaScript,JavaScript,True,118,62,180,True,34.44444444444444
hiroi-sora/Umi-OCR,Python,Python,True,352,518,870,True,59.54022988505747
SimplifyJobs/Summer2027-Internships,Python,Python,True,97,7562,7659,True,98.73351612482047
zhayujie/CowAgent,Python,Python,True,20,2174,2194,True,99.08842297174111
microsoft/monaco-editor,JavaScript,JavaScript,True,771,3244,4015,True,80.79701120797012
apache/airflow,Python,Python,True,1104,13930,15034,True,92.65664493814022
usebruno/bruno,JavaScript,JavaScript,True,1301,3083,4384,True,70.32390510948905
LeCoupa/awesome-cheatsheets,JavaScript,JavaScript,True,41,61,102,True,59.80392156862745
9001/copyparty,Python,Python,True,219,783,1002,True,78.1437125748503
Alishahryar1/free-claude-code,Python,Python,True,235,495,730,True,67.8082191780822
docker/awesome-compose,HTML,HTML,False,105,47,152,True,30.92105263157895
ziishaned/learn-regex,,Sem linguagem identificada,False,51,36,87,True,41.37931034482759
iina/iina,Swift,Swift,False,1815,2682,4497,True,59.63975983989326
RocketChat/Rocket.Chat,TypeScript,TypeScript,True,2495,14616,17111,True,85.41873648530185
jgm/pandoc,Haskell,Haskell,False,973,7367,8340,True,88.33333333333333
coqui-ai/TTS,Python,Python,True,2,1240,1242,True,99.8389694041868
cli/cli,Go,Go,True,1008,5318,6326,True,84.06576035409421
siyuan-note/siyuan,TypeScript,TypeScript,True,62,17540,17602,True,99.64776729917055
helix-editor/helix,Rust,Rust,False,1088,4853,5941,True,81.68658475004207
DavidHDev/react-bits,JavaScript,JavaScript,True,2,524,526,True,99.61977186311786
DIYgod/RSSHub,TypeScript,TypeScript,True,315,6098,6413,True,95.08810229221893
zhongyang219/TrafficMonitor,C++,C++,True,1328,741,2069,True,35.814403093281776
android/architecture-samples,Kotlin,Kotlin,False,147,350,497,True,70.4225352112676
QuantumNous/new-api,Go,Go,True,718,2628,3346,True,78.5415421398685
milvus-io/milvus,Go,Go,True,955,15710,16665,True,94.26942694269427
karanpratapsingh/system-design,,Sem linguagem identificada,False,3,21,24,True,87.5
google/zx,JavaScript,JavaScript,True,21,500,521,True,95.96928982725528
abhigyanpatwari/GitNexus,TypeScript,TypeScript,True,271,898,1169,True,76.81779298545766
streamlit/streamlit,Python,Python,True,977,5066,6043,True,83.8325335098461
ColorlibHQ/AdminLTE,Astro,Astro,False,0,2933,2933,True,100.0
Leaflet/Leaflet,JavaScript,JavaScript,True,400,4963,5363,True,92.54148797314936
jestjs/jest,TypeScript,TypeScript,True,139,8078,8217,True,98.30838505537301
isocpp/CppCoreGuidelines,CSS,CSS,False,237,1000,1237,True,80.84074373484236
grpc/grpc,C++,C++,True,664,11355,12019,True,94.47541392794741
sickn33/agentic-awesome-skills,Python,Python,True,0,162,162,True,100.0
coreyhaines31/marketingskills,JavaScript,JavaScript,True,40,132,172,True,76.74418604651163
GitSquared/edex-ui,JavaScript,JavaScript,True,6,553,559,True,98.92665474060823
pyenv/pyenv,Shell,Shell,True,52,1856,1908,True,97.27463312368972
MHSanaei/3x-ui,Go,Go,True,106,4157,4263,True,97.51348815388225
fastapi/full-stack-fastapi-template,TypeScript,TypeScript,True,0,441,441,True,100.0
react-hook-form/react-hook-form,TypeScript,TypeScript,True,1,5001,5002,True,99.98000799680128
meteor/meteor,JavaScript,JavaScript,True,217,9114,9331,True,97.67441860465115
DataTalksClub/data-engineering-zoomcamp,Jupyter Notebook,Jupyter Notebook,False,0,146,146,True,100.0
mitmproxy/mitmproxy,Python,Python,True,372,3319,3691,True,89.92143050663776
sudheerj/reactjs-interview-questions,JavaScript,JavaScript,True,3,110,113,True,97.34513274336283
vercel/hyper,TypeScript,TypeScript,True,944,2882,3826,True,75.3267119707266
files-community/Files,C#,C#,True,442,10908,11350,True,96.1057268722467
vnpy/vnpy,Python,Python,True,16,2171,2187,True,99.26840420667581
getsentry/sentry,Python,Python,True,1775,15479,17254,True,89.7125304277269
logseq/logseq,Clojure,Clojure,False,868,7349,8217,True,89.43653401484727
spf13/cobra,Go,Go,True,254,1001,1255,True,79.7609561752988
charmbracelet/bubbletea,Go,Go,True,106,337,443,True,76.07223476297969
paperless-ngx/paperless-ngx,Python,Python,True,2,2647,2649,True,99.92449981124952
NaiboWang/EasySpider,JavaScript,JavaScript,True,269,497,766,True,64.88250652741515
AykutSarac/jsoncrack.com,TypeScript,TypeScript,True,29,260,289,True,89.96539792387543
payloadcms/payload,TypeScript,TypeScript,True,416,4332,4748,True,91.23841617523168
sharkdp/fd,Rust,Rust,False,129,854,983,True,86.87690742624619
janhq/jan,TypeScript,TypeScript,True,372,3424,3796,True,90.20021074815595
parcel-bundler/parcel,JavaScript,JavaScript,True,459,5080,5539,True,91.7133056508395
streamich/react-use,TypeScript,TypeScript,True,367,247,614,True,40.22801302931596
Kong/kong,Lua,Lua,False,77,4537,4614,True,98.3311660164716
zen-browser/desktop,JavaScript,JavaScript,True,575,9113,9688,True,94.06482246077623
yangshun/front-end-interview-handbook,JavaScript,JavaScript,True,11,92,103,True,89.32038834951457
babel/babel,TypeScript,TypeScript,True,594,8519,9113,True,93.48183913091188
lysine-dev/retrofit,Java,Java,True,129,2645,2774,True,95.34967555875991
astaxie/build-web-application-with-golang,Go,Go,True,124,182,306,True,59.47712418300654
apache/spark,Scala,Scala,False,40,58,98,True,59.183673469387756
DataExpert-io/data-engineer-handbook,Jupyter Notebook,Jupyter Notebook,False,25,82,107,True,76.63551401869158
aymericdamien/TensorFlow-Examples,Jupyter Notebook,Jupyter Notebook,False,168,71,239,True,29.707112970711297
ccxt/ccxt,Python,Python,True,230,11314,11544,True,98.00762300762301
ray-project/ray,Python,Python,True,2875,20093,22968,True,87.48258446534308
juspay/hyperswitch,Rust,Rust,False,1339,2853,4192,True,68.05820610687023
colinhacks/zod,TypeScript,TypeScript,True,56,3096,3152,True,98.22335025380711
danielmiessler/Fabric,Go,Go,True,30,829,859,True,96.50756693830034
gradio-app/gradio,Python,Python,True,159,6557,6716,True,97.63251935675997
Light-City/CPlusPlusThings,C++,C++,True,8,223,231,True,96.53679653679653
ziglang/zig,Zig,Zig,False,2722,10800,13522,True,79.86984173938765
alex/what-happens-when,,Sem linguagem identificada,False,246,54,300,True,18.0
Unitech/pm2,JavaScript,JavaScript,True,1019,4128,5147,True,80.20205945210802
Imbad0202/academic-research-skills,Python,Python,True,19,297,316,True,93.9873417721519
HeyPuter/puter,TypeScript,TypeScript,True,9,1216,1225,True,99.26530612244898
zbezj/HEU_KMS_Activator,,Sem linguagem identificada,False,173,32,205,True,15.609756097560975
mifi/lossless-cut,TypeScript,TypeScript,True,282,1641,1923,True,85.33541341653667
FuelLabs/fuels-rs,Rust,Rust,False,50,613,663,True,92.45852187028657
juanfont/headscale,Go,Go,True,86,1254,1340,True,93.5820895522388
FuelLabs/fuels-ts,TypeScript,TypeScript,True,57,1400,1457,True,96.08785175017158
deepspeedai/DeepSpeed,Python,Python,True,1167,2202,3369,True,65.3606411398041
faif/python-patterns,Python,Python,True,9,88,97,True,90.72164948453609
curl/curl,C,C,False,5,5546,5551,True,99.90992613943433
k88hudson/git-flight-rules,,Sem linguagem identificada,False,14,59,73,True,80.82191780821918
mingrammer/diagrams,Python,Python,True,315,231,546,True,42.30769230769231
apachecn/ailearning,Python,Python,True,4,114,118,True,96.61016949152543
Alamofire/Alamofire,Swift,Swift,False,31,2788,2819,True,98.9003192621497
danny-avila/LibreChat,TypeScript,TypeScript,True,368,4528,4896,True,92.48366013071896
imputnet/cobalt,Svelte,Svelte,False,226,805,1031,True,78.07953443258971
saadeghi/daisyui,JavaScript,JavaScript,True,14,2187,2201,True,99.36392548841437
666ghj/BettaFish,Python,Python,True,1,441,442,True,99.77375565610859
fastlane/fastlane,Ruby,Ruby,False,518,12786,13304,True,96.1064341551413
LC044/WeChatMsg,,Sem linguagem identificada,False,0,0,0,False,
nolimits4web/swiper,TypeScript,TypeScript,True,239,5592,5831,True,95.90121762990911
heygen-com/hyperframes,TypeScript,TypeScript,True,42,251,293,True,85.6655290102389
psf/black,Python,Python,True,266,2554,2820,True,90.56737588652483
agno-agi/agno,Python,Python,True,632,2132,2764,True,77.13458755426917
hexojs/hexo,TypeScript,TypeScript,True,46,3955,4001,True,98.85028742814296
freefq/free,,Sem linguagem identificada,False,600,294,894,True,32.88590604026846
aria2/aria2,C++,C++,True,1097,829,1926,True,43.04257528556594
dylanaraps/pure-bash-bible,Shell,Shell,True,44,33,77,True,42.857142857142854
chubin/cheat.sh,Python,Python,True,134,139,273,True,50.91575091575091
dcloudio/uni-app,JavaScript,JavaScript,True,689,4410,5099,True,86.48754657776034
apache/dubbo,Java,Java,True,834,6590,7424,True,88.76616379310344
sxyazi/yazi,Rust,Rust,False,51,1903,1954,True,97.3899692937564
chatboxai/chatbox,TypeScript,TypeScript,True,1150,1539,2689,True,57.23317218296765
tabler/tabler,Astro,Astro,False,53,1168,1221,True,95.65929565929567
yarnpkg/yarn,JavaScript,JavaScript,True,1869,4755,6624,True,71.78442028985508
hpcaitech/ColossalAI,Python,Python,True,444,1297,1741,True,74.49741527857553
exelban/stats,Swift,Swift,False,25,2906,2931,True,99.14704878880927
amruthpillai/reactive-resume,TypeScript,TypeScript,True,103,2051,2154,True,95.21819870009284
nwjs/nw.js,JavaScript,JavaScript,True,889,6567,7456,True,88.07671673819742
XTLS/Xray-core,Go,Go,True,32,3069,3101,True,98.96807481457594
luongnv89/claude-howto,Python,Python,True,15,30,45,True,66.66666666666666
styled-components/styled-components,TypeScript,TypeScript,True,11,2998,3009,True,99.63443004320372
gkd-kit/gkd,Kotlin,Kotlin,False,12,784,796,True,98.49246231155779
vercel-labs/agent-browser,Rust,Rust,False,331,245,576,True,42.53472222222222
vuetifyjs/vuetify,TypeScript,TypeScript,True,283,15158,15441,True,98.16721714914837
bailicangdu/vue2-elm,Vue,Vue,False,119,512,631,True,81.14104595879556
zai-org/ChatGLM-6B,Python,Python,True,566,750,1316,True,56.99088145896657
goabstract/Awesome-Design-Tools,JavaScript,JavaScript,True,28,26,54,True,48.148148148148145
QSCTech/zju-icicles,HTML,HTML,False,9,69,78,True,88.46153846153845
Hmbown/CodeWhale,Rust,Rust,False,123,2376,2499,True,95.07803121248499
ashishps1/awesome-system-design-resources,Java,Java,True,8,27,35,True,77.14285714285715
chatanywhere/GPT_API_free,,Sem linguagem identificada,False,1,438,439,True,99.77220956719817
facebookresearch/faiss,C++,C++,True,215,2564,2779,True,92.26340410219504
vim/vim,Vim Script,Vim Script,False,1565,8167,9732,True,83.91903000411016
appsmithorg/appsmith,TypeScript,TypeScript,True,4426,19323,23749,True,81.36342582845593
remoteintech/remote-jobs,JavaScript,JavaScript,True,4,200,204,True,98.0392156862745
PatrickJS/awesome-cursorrules,JavaScript,JavaScript,True,8,58,66,True,87.87878787878788
GyulyVGC/sniffnet,Rust,Rust,False,56,312,368,True,84.78260869565217
bradtraversy/50projects50days,CSS,CSS,False,0,0,0,False,
ToolJet/ToolJet,JavaScript,JavaScript,True,552,4732,5284,True,89.55336866010597
chakra-ui/chakra-ui,TypeScript,TypeScript,True,4,4354,4358,True,99.90821477742084
trpc/trpc,TypeScript,TypeScript,True,155,1210,1365,True,88.64468864468864
duckdb/duckdb,C++,C++,True,562,6889,7451,True,92.45738827003088
pingcap/tidb,Go,Go,True,5215,18684,23899,True,78.17900330557764
wg/wrk,C,C,False,0,0,0,False,
LizardByte/Sunshine,C++,C++,True,98,1258,1356,True,92.77286135693215
nushell/nushell,Rust,Rust,False,1381,5906,7287,True,81.04844243172774
php/php-src,C,C,False,955,4409,5364,True,82.19612229679343
CorentinTh/it-tools,Vue,Vue,False,487,225,712,True,31.60112359550562
ManimCommunity/manim,Python,Python,True,401,1405,1806,True,77.79623477297896
outline/outline,TypeScript,TypeScript,True,32,4198,4230,True,99.2434988179669
bojieli/ai-agent-book,Python,Python,True,4,170,174,True,97.70114942528735
