id,name_with_owner,language_category,metrica,descricao,valor,limite_inferior,limite_superior
MDEwOlJlcG9zaXRvcnkxNzQwMzgwMzE=,react-hook-form/react-hook-form,Popular,releases_count,Releases,618,-220.5,367.5
MDEwOlJlcG9zaXRvcnkzMjcwODk4NzA=,payloadcms/payload,Popular,releases_count,Releases,574,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyNDU2MDMwNw==,babel/babel,Popular,releases_count,Releases,468,-220.5,367.5
R_kgDOLAgryw,danielmiessler/Fabric,Popular,releases_count,Releases,423,-220.5,367.5
MDEwOlJlcG9zaXRvcnkxNjI0MDU5NjM=,gradio-app/gradio,Popular,releases_count,Releases,1000,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyNzQ0Mjk2Nw==,fastlane/fastlane,Não popular,releases_count,Releases,568,-220.5,367.5
MDEwOlJlcG9zaXRvcnk2Nzk2MjY0OA==,vuetifyjs/vuetify,Popular,releases_count,Releases,675,-220.5,367.5
MDEwOlJlcG9zaXRvcnkzNTI5MzMxNDA=,ToolJet/ToolJet,Popular,releases_count,Releases,596,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyMDI4OTA3Nzg=,chakra-ui/chakra-ui,Popular,releases_count,Releases,1000,-220.5,367.5
R_kgDOKFU0lQ,langchain-ai/langgraph,Popular,releases_count,Releases,560,-220.5,367.5
MDEwOlJlcG9zaXRvcnk1Njg5OTI4NA==,Kong/insomnia,Popular,releases_count,Releases,562,-220.5,367.5
MDEwOlJlcG9zaXRvcnkzNzQ0ODQ1MQ==,mattermost/mattermost,Popular,releases_count,Releases,1000,-220.5,367.5
MDEwOlJlcG9zaXRvcnk3NDE3NTgwNQ==,istio/istio,Popular,releases_count,Releases,450,-220.5,367.5
MDEwOlJlcG9zaXRvcnkxODY0MjMz,frappe/erpnext,Popular,releases_count,Releases,1000,-220.5,367.5
MDEwOlJlcG9zaXRvcnkxNDU0NjQ0NDU=,ueberdosis/tiptap,Popular,releases_count,Releases,985,-220.5,367.5
MDEwOlJlcG9zaXRvcnkxOTcwMTgxODk=,xyflow/xyflow,Popular,releases_count,Releases,384,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyMzU5MDE4MTM=,PostHog/posthog,Popular,releases_count,Releases,914,-220.5,367.5
MDEwOlJlcG9zaXRvcnk3MTIyNTk0,directus/directus,Popular,releases_count,Releases,372,-220.5,367.5
R_kgDOHlge-A,SagerNet/sing-box,Popular,releases_count,Releases,584,-220.5,367.5
R_kgDOJxJfAQ,CopilotKit/CopilotKit,Popular,releases_count,Releases,1000,-220.5,367.5
MDEwOlJlcG9zaXRvcnk2MDI0MzE5Nw==,nextcloud/server,Popular,releases_count,Releases,463,-220.5,367.5
MDEwOlJlcG9zaXRvcnk1MDU2NTQzMA==,pnpm/pnpm,Não popular,releases_count,Releases,1000,-220.5,367.5
MDEwOlJlcG9zaXRvcnk3NDk2MjUxNQ==,gchq/CyberChef,Popular,releases_count,Releases,458,-220.5,367.5
R_kgDOJm0kOQ,continuedev/continue,Popular,releases_count,Releases,827,-220.5,367.5
MDEwOlJlcG9zaXRvcnkzMzEyOTM2MjY=,refinedev/refine,Popular,releases_count,Releases,1000,-220.5,367.5
MDEwOlJlcG9zaXRvcnk3NTQ4OTg2,laravel/framework,Popular,releases_count,Releases,966,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyMzYwOTU1NzY=,backstage/backstage,Popular,releases_count,Releases,542,-220.5,367.5
MDEwOlJlcG9zaXRvcnkxMTUxMTAxODE=,swc-project/swc,Não popular,releases_count,Releases,818,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyNTk0NjM2ODU=,carbon-language/carbon-lang,Popular,releases_count,Releases,766,-220.5,367.5
MDEwOlJlcG9zaXRvcnkxMzU1MTYyNzA=,k3s-io/k3s,Popular,releases_count,Releases,1000,-220.5,367.5
R_kgDOJku7Qg,langfuse/langfuse,Popular,releases_count,Releases,658,-220.5,367.5
MDEwOlJlcG9zaXRvcnkyOTI5MDQ3Mw==,XX-net/XX-Net,Popular,releases_count,Releases,390,-220.5,367.5
MDEwOlJlcG9zaXRvcnkzMDc0ODkyODQ=,remix-run/remix,Popular,releases_count,Releases,639,-220.5,367.5
MDEwOlJlcG9zaXRvcnk4MzIyMjQ0MQ==,donnemartin/system-design-primer,Popular,days_since_push,Dias desde o último push,153,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MDQ5MzEwMQ==,jwasham/coding-interview-university,,days_since_push,Dias desde o último push,357,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNzc3MzY1MzM=,996icu/996.ICU,,days_since_push,Dias desde o último push,363,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzgzOTMxMzk=,trimstray/the-book-of-secret-knowledge,,days_since_push,Dias desde o último push,639,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMTczMDM0Mg==,vuejs/vue,Popular,days_since_push,Dias desde o último push,679,-72.0,120.0
R_kgDORCCMkQ,multica-ai/andrej-karpathy-skills,,days_since_push,Dias desde o último push,122,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjEzOTU1MTA=,CyC2018/CS-Notes,,days_since_push,Dias desde o último push,729,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNDQ0MDI3MA==,getify/You-Dont-Know-JS,,days_since_push,Dias desde o último push,186,-72.0,120.0
R_kgDOH3JoLw,AUTOMATIC1111/stable-diffusion-webui,Popular,days_since_push,Dias desde o último push,171,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzNTk1NTY2Ng==,jlevy/the-art-of-command-line,,days_since_push,Dias desde o último push,786,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2NDk4NDky,airbnb/javascript,Popular,days_since_push,Dias desde o último push,126,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDM5NTIw,ytdl-org/youtube-dl,Popular,days_since_push,Dias desde o último push,182,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNDE1NzYyNzA=,labuladong/fucking-algorithm,Não popular,days_since_push,Dias desde o último push,173,-72.0,120.0
R_kgDONicYKA,deepseek-ai/DeepSeek-V3,Popular,days_since_push,Dias desde o último push,357,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MzUzNzI0OQ==,react/create-react-app,Popular,days_since_push,Dias desde o último push,551,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDEyOTY4ODE=,mtdvio/every-programmer-should-know,,days_since_push,Dias desde o último push,234,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMzYxNDMwNA==,nvbn/thefuck,Popular,days_since_push,Dias desde o último push,762,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNzI1NjI0NzU=,florinpop17/app-ideas,,days_since_push,Dias desde o último push,313,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3NDc5MTM2Ng==,ryanmcdermott/clean-code-javascript,Popular,days_since_push,Dias desde o último push,752,-72.0,120.0
R_kgDORgZXsw,karpathy/autoresearch,Popular,days_since_push,Dias desde o último push,147,-72.0,120.0
R_kgDONs2Wmg,deepseek-ai/DeepSeek-R1,,days_since_push,Dias desde o último push,419,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4ODQ2NDcwNA==,PanJiaChen/vue-element-admin,Não popular,days_since_push,Dias desde o último push,665,-72.0,120.0
R_kgDOKVORZg,ByteByteGoHq/system-design-101,,days_since_push,Dias desde o último push,503,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMTI2MzkwNzE=,bregman-arie/devops-exercises,Popular,days_since_push,Dias desde o último push,236,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0NzAxODIzOQ==,DopplerHQ/awesome-interview-questions,,days_since_push,Dias desde o último push,752,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNTYxNTgy,animate-css/animate.css,Não popular,days_since_push,Dias desde o último push,752,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNDU1NTM2NzI=,fighting41love/funNLP,Popular,days_since_push,Dias desde o último push,832,-72.0,120.0
R_kgDOJwwGvg,mlabonne/llm-course,,days_since_push,Dias desde o último push,196,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMzE4NjU3MDU=,TapXWorld/ChinaTextbook,Não popular,days_since_push,Dias desde o último push,306,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDExMzgzMTU=,d2l-ai/d2l-zh,Popular,days_since_push,Dias desde o último push,751,-72.0,120.0
R_kgDOIoQaOg,dair-ai/Prompt-Engineering-Guide,Não popular,days_since_push,Dias desde o último push,162,-72.0,120.0
R_kgDOJPPS-Q,nomic-ai/gpt4all,Popular,days_since_push,Dias desde o último push,450,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4Mzk5OTcwMA==,sdmg15/Best-websites-a-programmer-should-visit,,days_since_push,Dias desde o último push,338,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNDc0NzU5OA==,typicode/json-server,Popular,days_since_push,Dias desde o último push,150,-72.0,120.0
R_kgDOJPJM2Q,twitter/the-algorithm,Não popular,days_since_push,Dias desde o último push,346,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMTU0Nzg4MjA=,binhnguyennus/awesome-scalability,,days_since_push,Dias desde o último push,228,-72.0,120.0
R_kgDOHzIiIA,CompVis/stable-diffusion,Não popular,days_since_push,Dias desde o último push,793,-72.0,120.0
R_kgDOJL0ZtQ,binary-husky/gpt_academic,Popular,days_since_push,Dias desde o último push,207,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNjY4OTU5OA==,prakhar1989/awesome-courses,,days_since_push,Dias desde o último push,1204,-72.0,120.0
R_kgDOJ182Uw,FoundationAgents/MetaGPT,Popular,days_since_push,Dias desde o último push,211,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyOTAwOTE5NDg=,labmlai/annotated_deep_learning_paper_implementations,Popular,days_since_push,Dias desde o último push,210,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjA1MzgzMDQ=,kelseyhightower/nocode,Não popular,days_since_push,Dias desde o último push,743,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxOTE1Mjk3MzI=,lydiahallie/javascript-questions,,days_since_push,Dias desde o último push,746,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4MTk3NTM3Mg==,kdn251/interviews,Popular,days_since_push,Dias desde o último push,465,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3MTk0ODQ5OA==,localstack/localstack,Popular,days_since_push,Dias desde o último push,150,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzM0MzY5,resume/resume.github.com,Popular,days_since_push,Dias desde o último push,1282,-72.0,120.0
R_kgDOIr0o8Q,karpathy/nanoGPT,Popular,days_since_push,Dias desde o último push,281,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5MDUyODgzMA==,Solido/awesome-flutter,Não popular,days_since_push,Dias desde o último push,121,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjgzOTg2MzY=,xingshaocheng/architect-awesome,,days_since_push,Dias desde o último push,861,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMjI4NTA1,atom/atom,Popular,days_since_push,Dias desde o último push,1325,-72.0,120.0
R_kgDOKInPBw,microsoft/autogen,Popular,days_since_push,Dias desde o último push,127,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0MzExNzk2,adam-p/markdown-here,Popular,days_since_push,Dias desde o último push,363,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxODg2NjA2NjM=,CorentinJ/Real-Time-Voice-Cloning,Popular,days_since_push,Dias desde o último push,164,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3NjAwNDA5,shadowsocks/shadowsocks-windows,Popular,days_since_push,Dias desde o último push,596,-72.0,120.0
R_kgDOI9q_QQ,meta-llama/llama,Popular,days_since_push,Dias desde o último push,571,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzg1NDc3OTc=,FiloSottile/mkcert,Popular,days_since_push,Dias desde o último push,737,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxODcwODg2MA==,tiimgreen/github-cheat-sheet,,days_since_push,Dias desde o último push,857,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0NjAwNzg=,angular/angular.js,Popular,days_since_push,Dias desde o último push,860,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzg4Mzk5Nzk=,scutan90/DeepLearning-500-questions,Popular,days_since_push,Dias desde o último push,785,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjc0MDc5NTc=,azl397985856/leetcode,Popular,days_since_push,Dias desde o último push,400,-72.0,120.0
R_kgDOJc1_Sg,AntonOsika/gpt-engineer,Popular,days_since_push,Dias desde o último push,463,-72.0,120.0
R_kgDOJNbS5w,facebookresearch/segment-anything,Não popular,days_since_push,Dias desde o último push,701,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzMyNTExMDM=,wagoodman/dive,Popular,days_since_push,Dias desde o último push,248,-72.0,120.0
R_kgDOIksATQ,lencx/ChatGPT,Não popular,days_since_push,Dias desde o último push,721,-72.0,120.0
R_kgDOK_txHA,maybe-finance/maybe,Não popular,days_since_push,Dias desde o último push,392,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2NzI3NDczNg==,ElemeFE/element,Não popular,days_since_push,Dias desde o último push,730,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNzAwNjIx,necolas/normalize.css,Não popular,days_since_push,Dias desde o último push,799,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNjkzMzYxNDg=,sickcodes/Docker-OSX,Popular,days_since_push,Dias desde o último push,282,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxODczMzU4MTA=,jesseduffield/lazydocker,Popular,days_since_push,Dias desde o último push,123,-72.0,120.0
R_kgDOKFVBpg,lllyasviel/Fooocus,Popular,days_since_push,Dias desde o último push,262,-72.0,120.0
R_kgDOLhdsRA,xai-org/grok-1,Popular,days_since_push,Dias desde o último push,720,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzk4MjQ0MjM=,Avik-Jain/100-Days-Of-ML-Code,,days_since_push,Dias desde o último push,965,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5MzA5MDkz,Semantic-Org/Semantic-UI,Popular,days_since_push,Dias desde o último push,631,-72.0,120.0
MDEwOlJlcG9zaXRvcnk1MDI2NDI5Ng==,jgthms/bulma,Não popular,days_since_push,Dias desde o último push,172,-72.0,120.0
R_kgDOLrbIZQ,Lordog/dive-into-llms,Não popular,days_since_push,Dias desde o último push,314,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0NjYyOTMwNQ==,NARKOZ/hacker-scripts,Popular,days_since_push,Dias desde o último push,1032,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2NTM4ODkxNw==,jakevdp/PythonDataScienceHandbook,Não popular,days_since_push,Dias desde o último push,785,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MjgxMjI2MQ==,kelseyhightower/kubernetes-the-hard-way,,days_since_push,Dias desde o último push,497,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNTYxNTcwNTU=,GokuMohandas/Made-With-ML,Não popular,days_since_push,Dias desde o último push,168,-72.0,120.0
MDEwOlJlcG9zaXRvcnk1ODgzNjUzNA==,algorithm-visualizer/algorithm-visualizer,Popular,days_since_push,Dias desde o último push,802,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzYwNjIyNDA=,DovAmir/awesome-design-patterns,,days_since_push,Dias desde o último push,664,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4MjIyNzU4NQ==,nilbuild/design-patterns-for-humans,,days_since_push,Dias desde o último push,626,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MTg5MzM5OQ==,brillout/awesome-react-components,,days_since_push,Dias desde o último push,206,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMTE3NzkyOA==,karan/Projects,,days_since_push,Dias desde o último push,736,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0MDQxNjIzNg==,minimaxir/big-list-of-naughty-strings,Popular,days_since_push,Dias desde o último push,854,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNjM1OTEyNzg=,GitHubDaily/GitHubDaily,,days_since_push,Dias desde o último push,232,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNDI2ODEyNw==,coreybutler/nvm-windows,Popular,days_since_push,Dias desde o último push,125,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDg2NTQzNg==,dypsilon/frontend-dev-bookmarks,,days_since_push,Dias desde o último push,821,-72.0,120.0
MDEwOlJlcG9zaXRvcnk1MjM5MTg1,slab/quill,Popular,days_since_push,Dias desde o último push,391,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMjk3NjQ0NjU=,Asabeneh/30-Days-Of-JavaScript,Popular,days_since_push,Dias desde o último push,257,-72.0,120.0
R_kgDOHE14iw,hiroi-sora/Umi-OCR,Popular,days_since_push,Dias desde o último push,273,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMTAwNTg4NTY=,LeCoupa/awesome-cheatsheets,Popular,days_since_push,Dias desde o último push,130,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5ODAyOTU5Mg==,ziishaned/learn-regex,,days_since_push,Dias desde o último push,359,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNjU2MTI0NDA=,coqui-ai/TTS,Popular,days_since_push,Dias desde o último push,734,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4MDI3NjM5MQ==,GitSquared/edex-ui,Popular,days_since_push,Dias desde o último push,1765,-72.0,120.0
MDEwOlJlcG9zaXRvcnk1MjcxODgy,astaxie/build-web-application-with-golang,Popular,days_since_push,Dias desde o último push,830,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==,aymericdamien/TensorFlow-Examples,Não popular,days_since_push,Dias desde o último push,755,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0MDI3NjI3NA==,ziglang/zig,Não popular,days_since_push,Dias desde o último push,266,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNDE5NDE3NA==,alex/what-happens-when,,days_since_push,Dias desde o último push,731,-72.0,120.0
MDEwOlJlcG9zaXRvcnk0MDI4NjAxNzU=,FuelLabs/fuels-ts,Popular,days_since_push,Dias desde o último push,146,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4MzExOTQzMQ==,apachecn/ailearning,Popular,days_since_push,Dias desde o último push,646,-72.0,120.0
R_kgDOHoRNyA,imputnet/cobalt,Não popular,days_since_push,Dias desde o último push,136,-72.0,120.0
R_kgDOIwXaJw,LC044/WeChatMsg,,days_since_push,Dias desde o último push,233,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNzAxNzE1Njc=,freefq/free,,days_since_push,Dias desde o último push,730,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzcxNDczODY=,dylanaraps/pure-bash-bible,Popular,days_since_push,Dias desde o último push,996,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5MDU2MzU4NQ==,chubin/cheat.sh,Popular,days_since_push,Dias desde o último push,240,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3NzE4OTA0Mw==,bailicangdu/vue2-elm,Não popular,days_since_push,Dias desde o último push,496,-72.0,120.0
R_kgDOJI72qw,zai-org/ChatGLM-6B,Popular,days_since_push,Dias desde o último push,784,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNzAzMjY5Mjk=,goabstract/Awesome-Design-Tools,Popular,days_since_push,Dias desde o último push,753,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MjE1NjQwMw==,QSCTech/zju-icicles,Não popular,days_since_push,Dias desde o último push,212,-72.0,120.0
R_kgDOKkt57w,ashishps1/awesome-system-design-resources,Popular,days_since_push,Dias desde o último push,185,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMTMzMzA5OTg=,bradtraversy/50projects50days,Não popular,days_since_push,Dias desde o último push,540,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzNzc0MzI4,wg/wrk,Não popular,days_since_push,Dias desde o último push,964,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNTQ3NDc1Nzc=,google-research/bert,Popular,days_since_push,Dias desde o último push,757,-72.0,120.0
R_kgDOMBVqQg,2noise/ChatTTS,Popular,days_since_push,Dias desde o último push,132,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3MDkwNTQ3OA==,floodsung/Deep-Learning-Papers-Reading-Roadmap,Popular,days_since_push,Dias desde o último push,1362,-72.0,120.0
R_kgDOJibVLQ,QuivrHQ/quivr,Popular,days_since_push,Dias desde o último push,407,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMzQwNTc1OA==,google/leveldb,Popular,days_since_push,Dias desde o último push,162,-72.0,120.0
R_kgDOJUCpQQ,suno-ai/bark,Não popular,days_since_push,Dias desde o último push,731,-72.0,120.0
R_kgDOLDYetA,deepseek-ai/awesome-deepseek-integration,,days_since_push,Dias desde o último push,178,-72.0,120.0
R_kgDOJQ_nbA,chatchat-space/Langchain-Chatchat,Popular,days_since_push,Dias desde o último push,283,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzNzM4Mjg1OA==,kilimchoi/engineering-blogs,Não popular,days_since_push,Dias desde o último push,729,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzNTQ0NDI0,httpie/cli,Popular,days_since_push,Dias desde o último push,611,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxOTE0ODk0OQ==,PhilJay/MPAndroidChart,Popular,days_since_push,Dias desde o último push,441,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjA4ODc4MzU=,huihut/interview,Popular,days_since_push,Dias desde o último push,361,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2OTYyOTQzNA==,FreeCodeCampChina/freecodecamp.cn,Não popular,days_since_push,Dias desde o último push,1131,-72.0,120.0
R_kgDOLo10PQ,anthropics/prompt-eng-interactive-tutorial,Não popular,days_since_push,Dias desde o último push,172,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzNDkzMjEyMjk=,TencentARC/GFPGAN,Popular,days_since_push,Dias desde o último push,755,-72.0,120.0
R_kgDOPEtKuQ,shiyu-coder/Kronos,Popular,days_since_push,Dias desde o último push,129,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDk0ODQzNjU=,fengdu78/Coursera-ML-AndrewNg-Notes,Não popular,days_since_push,Dias desde o último push,360,-72.0,120.0
R_kgDOMA9nfw,karpathy/LLM101n,,days_since_push,Dias desde o último push,749,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMTU1Mjk3MQ==,alebcay/awesome-shell,,days_since_push,Dias desde o último push,357,-72.0,120.0
R_kgDOIm2Jlg,LAION-AI/Open-Assistant,Popular,days_since_push,Dias desde o último push,733,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3NTgzMDk2OA==,exacity/deeplearningbook-chinese,Não popular,days_since_push,Dias desde o último push,2452,-72.0,120.0
MDEwOlJlcG9zaXRvcnk1NzIyMjMwMg==,openai/gym,Popular,days_since_push,Dias desde o último push,146,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxOTExMTM3Mzk=,0voice/interview_internal_reference,Popular,days_since_push,Dias desde o último push,302,-72.0,120.0
R_kgDOKzf7EQ,myshell-ai/OpenVoice,Popular,days_since_push,Dias desde o último push,488,-72.0,120.0
R_kgDOGHarog,IceWhaleTech/CasaOS,Popular,days_since_push,Dias desde o último push,379,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMDE2ODQzNzQ=,satwikkansal/wtfpython,Popular,days_since_push,Dias desde o último push,219,-72.0,120.0
R_kgDOHw1bMQ,mouredev/Hello-Python,Popular,days_since_push,Dias desde o último push,374,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMjExMjk1MTk=,AobingJava/JavaFamily,,days_since_push,Dias desde o último push,290,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzOTM1NzE1OTk=,babysor/MockingBird,Popular,days_since_push,Dias desde o último push,170,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzODczMjY4OTA=,xinntao/Real-ESRGAN,Popular,days_since_push,Dias desde o último push,744,-72.0,120.0
R_kgDOJaAslA,songquanpeng/one-api,Popular,days_since_push,Dias desde o último push,223,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNDk3Njc1NQ==,hankcs/HanLP,Popular,days_since_push,Dias desde o último push,277,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MzI2NjIxMw==,open-guides/og-aws,Popular,days_since_push,Dias desde o último push,734,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMjYxNzQ3NDE=,ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,,days_since_push,Dias desde o último push,384,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMTc4MzYyNDg=,GorvGoyl/Clone-Wars,,days_since_push,Dias desde o último push,744,-72.0,120.0
R_kgDONKVeSw,inkonchain/ink-kit,Popular,days_since_push,Dias desde o último push,304,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxNzgwOTIxMzQ=,formulahendry/955.WLB,,days_since_push,Dias desde o último push,563,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2OTg4MDIw,SheetJS/sheetjs,,days_since_push,Dias desde o último push,854,-72.0,120.0
R_kgDOJTvgag,reworkd/AgentGPT,Popular,days_since_push,Dias desde o último push,478,-72.0,120.0
R_kgDOLr2o1g,ItzCrazyKns/Vane,Popular,days_since_push,Dias desde o último push,131,-72.0,120.0
MDEwOlJlcG9zaXRvcnk5NDQ5ODYzNQ==,carbon-app/carbon,Popular,days_since_push,Dias desde o último push,191,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyNjc3NzU2Mjk=,geekxh/hello-algorithm,Popular,days_since_push,Dias desde o último push,1164,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjgyMDUzNw==,slatedocs/slate,,days_since_push,Dias desde o último push,200,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMzg4NjQ3Ng==,zsh-users/zsh-autosuggestions,Popular,days_since_push,Dias desde o último push,422,-72.0,120.0
R_kgDOJkkUqA,XingangPan/DragGAN,Popular,days_since_push,Dias desde o último push,824,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3MDE5ODg3NQ==,airbnb/lottie-android,Popular,days_since_push,Dias desde o último push,186,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMjk0ODg2Mw==,jondot/awesome-react-native,Popular,days_since_push,Dias desde o último push,776,-72.0,120.0
R_kgDOKGq6Fg,opentofu/manifesto,Não popular,days_since_push,Dias desde o último push,520,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzMzA0MTcxMQ==,ryanhanwu/How-To-Ask-Questions-The-Smart-Way,Popular,days_since_push,Dias desde o último push,596,-72.0,120.0
MDEwOlJlcG9zaXRvcnkxMjk3MjI2Mw==,alvarotrigo/fullPage.js,Popular,days_since_push,Dias desde o último push,156,-72.0,120.0
MDEwOlJlcG9zaXRvcnk3NjY3OTQ5Ng==,kuchin/awesome-cto,,days_since_push,Dias desde o último push,171,-72.0,120.0
MDEwOlJlcG9zaXRvcnkzODU1ODU3OA==,nativefier/nativefier,Popular,days_since_push,Dias desde o último push,1056,-72.0,120.0
MDEwOlJlcG9zaXRvcnkyMTEyNTAyNA==,typicode/husky,Popular,days_since_push,Dias desde o último push,153,-72.0,120.0
MDEwOlJlcG9zaXRvcnk2MDA3Mjk1,fxsjy/jieba,Popular,days_since_push,Dias desde o último push,729,-72.0,120.0
R_kgDOHL0RdA,geekan/HowToLiveLonger,,days_since_push,Dias desde o último push,458,-72.0,120.0
MDEwOlJlcG9zaXRvcnk4OTg5ODQy,unknwon/the-way-to-go_ZH_CN,Popular,days_since_push,Dias desde o último push,736,-72.0,120.0
