closed_issues_percentage
71.263158
95.652174
96.808511
99.257246
97.061098
92.608031
31.59204
100.0
84.88806
36.666667
88.098016
94.372265
93.811533
49.759657
45.735294
91.823899
96.372334
97.481481
96.569554
83.541796
98.177502
63.806971
99.276346
96.967907
93.006395
99.255814
92.73374
83.484087
77.547496
26.474623
100.0
96.969697
78.001451
89.100122
31.643357
99.542364
81.473684
13.387978
92.484342
87.861272
69.40091
95.501086
52.272727
94.991364
93.693431
98.424944
97.980227
92.937853
54.561717
60.0
96.720494
57.075472
83.525029
73.015873
92.802475
86.485781
93.344798
82.047795
99.153758
86.783887
100.0
96.531792
89.497717
53.872738
95.205479
61.032258
100.0
55.140391
67.614601
97.577481
91.843342
96.258853
96.898905
74.793875
98.166202
96.853349
77.586207
100.0
78.850401
82.180056
98.203114
99.719966
99.777481
97.42268
94.767315
71.708185
80.0
88.154226
93.590541
20.25974
99.070411
98.962105
99.206349
65.482955
92.118588
95.344857
44.555546
77.289377
96.07788
84.210526
88.285917
87.016575
77.988615
99.166667
77.020031
45.857643
89.036086
99.971783
96.792776
16.210526
65.957447
51.966292
96.905706
59.737418
93.282964
61.061947
99.490004
26.368159
85.40305
98.132428
81.495794
96.662613
99.220459
67.206478
86.23366
87.728195
98.355641
52.212389
99.100719
98.216735
62.651576
98.606092
92.161017
89.146434
78.168228
85.610053
65.236645
96.070839
96.34957
80.451128
91.666667
61.865751
75.305895
79.219678
98.192771
87.521485
97.454014
74.843815
88.869187
83.104306
74.43951
44.692737
59.42029
80.476322
90.654206
98.507602
89.604446
93.995304
31.25
53.138476
26.775956
93.410938
97.628458
65.740741
55.737705
95.264117
84.872418
95.146727
91.700468
52.173913
94.338979
69.574621
33.333333
95.34375
68.345057
98.886948
72.106667
41.884817
97.713048
77.365269
55.555556
87.965616
100.0
77.480916
27.379716
96.301086
68.326271
96.376102
29.268293
37.40458
97.734074
90.089324
85.318219
29.133858
67.176259
98.545199
31.37666
70.491803
99.897611
93.921521
56.756757
68.012466
84.231465
78.742586
84.867755
48.281643
98.657718
90.464548
84.569447
45.378151
95.654063
82.089552
90.942761
96.062992
98.349783
70.29703
87.607423
99.152542
78.073722
57.278331
79.935275
93.051031
69.500924
98.064516
82.478632
68.137255
27.027027
97.951156
97.553517
7.692308
99.2
60.708263
74.783744
88.574794
68.04616
100.0
97.806452
86.092154
74.919614
98.202638
84.89011
80.565897
50.0
84.711779
83.295964
47.674419
98.426986
57.882846
98.25462
97.418244
64.996946
97.62533
81.871574
99.818347
93.181197
93.516484
75.462963
80.41958
99.622751
92.963269
73.684211
87.416299
83.475783
97.142857
99.902344
84.998862
99.173554
99.679744
91.582589
99.432929
93.908629
92.23835
74.629156
99.454942
83.361065
14.840918
94.799874
92.094862
54.490107
40.677966
100.0
92.202937
92.307692
100.0
91.68771
89.838946
64.68034
99.114064
98.704663
98.936088
91.974561
96.883117
87.922016
95.360195
97.607511
87.046343
66.129032
74.440895
95.524017
81.362007
51.145038
99.556787
83.040936
99.211305
99.425287
31.680441
24.199288
99.64923
60.784314
92.741935
98.122292
73.470003
99.441978
99.729862
98.762036
61.399217
78.991597
99.109924
99.453322
100.0
99.723757
77.297297
32.394366
86.60804
99.666512
94.377886
97.912496
99.068171
81.865453
99.300922
81.923523
52.598425
79.987723
77.272727
98.719712
84.937611
93.794326
96.949436
93.522961
58.030169
84.200508
70.41682
67.409471
84.150882
90.17785
75.0
78.734901
95.333333
64.754098
97.37364
63.636364
99.713056
95.693568
58.786346
62.732095
99.682304
99.487555
42.1875
85.281223
98.89989
99.91942
94.590781
84.172662
81.196581
84.469201
88.347126
95.263724
86.046512
86.22353
43.799855
98.832221
37.931034
58.30721
59.6875
76.190476
92.611017
95.651173
98.456965
91.752577
96.124031
98.877147
72.998221
73.812196
98.320678
93.638171
90.506749
95.114504
97.959184
95.899054
99.604258
25.348189
78.445659
54.933333
29.140625
96.477354
90.813476
44.17932
85.21603
80.321012
74.310777
96.535731
90.926641
99.593208
42.201835
98.8
45.593479
94.088319
48.559671
51.640965
98.26087
42.12828
56.031512
97.436706
52.300242
85.191847
84.125034
98.399558
90.445269
100.0
92.254303
64.788732
83.156173
100.0
97.574087
98.491603
97.367888
84.25953
96.969697
93.138704
97.740048
100.0
84.533932
93.443781
28.005865
91.899367
60.047847
98.547115
67.007556
97.572402
79.754601
90.17094
88.38968
87.32292
49.397893
52.083333
84.555842
65.384615
72.047424
64.150943
40.0
92.830882
90.846529
94.331066
91.929921
85.601578
74.471225
83.63726
79.452055
100.0
78.98604
76.623377
65.898618
38.28125
86.149373
64.54023
85.436516
100.0
99.638031
61.111111
47.619048
94.995366
35.294118
93.854749
61.803588
90.384615
10.974923
69.220183
73.770492
95.967742
99.695586
86.719884
83.828996
97.293117
95.25595
96.110444
59.689922
39.795918
88.081798
71.802054
78.947368
81.95431
67.226016
31.683168
79.52579
80.919485
20.268873
98.974082
99.799882
93.911249
70.08547
55.405405
84.97921
86.323024
100.0
65.844913
10.126582
97.931195
89.208633
99.884615
83.283087
43.478261
79.484425
34.444444
59.54023
98.733516
99.088423
80.797011
92.656645
70.323905
59.803922
78.143713
67.808219
30.921053
41.37931
59.63976
85.418736
88.333333
99.838969
84.06576
99.647767
81.686585
