closed_issues_percentage
99.619772
95.088102
35.814403
70.422535
78.541542
94.269427
87.5
95.96929
76.817793
83.832534
100.0
92.541488
98.308385
80.840744
94.475414
100.0
76.744186
98.926655
97.274633
97.513488
100.0
99.980008
97.674419
100.0
89.921431
97.345133
75.326712
96.105727
99.268404
89.71253
89.436534
79.760956
76.072235
99.9245
64.882507
89.965398
91.238416
86.876907
90.200211
91.713306
40.228013
98.331166
94.064822
89.320388
93.481839
95.349676
59.477124
59.183673
76.635514
29.707113
98.007623
87.482584
68.058206
98.22335
96.507567
97.632519
96.536797
79.869842
18.0
80.202059
93.987342
99.265306
15.609756
85.335413
92.458522
93.58209
96.087852
65.360641
90.721649
99.909926
80.821918
42.307692
96.610169
98.900319
92.48366
78.079534
99.363925
99.773756
96.106434
95.901218
85.665529
90.567376
77.134588
98.850287
32.885906
43.042575
42.857143
50.915751
86.487547
88.766164
97.389969
57.233172
95.659296
71.78442
74.497415
99.147049
95.218199
88.076717
98.968075
66.666667
99.63443
98.492462
42.534722
98.167217
81.141046
56.990881
48.148148
88.461538
95.078031
77.142857
99.77221
92.263404
83.91903
81.363426
98.039216
87.878788
84.782609
89.553369
99.908215
88.644689
92.457388
78.179003
92.772861
81.048442
82.196122
31.601124
77.796235
99.243499
97.701149
97.677919
69.550859
33.660131
83.535201
97.871116
31.004367
86.122449
99.518459
81.689792
92.61188
63.030504
92.076503
88.649742
70.166502
91.432792
96.296296
53.910951
96.84271
99.977457
85.455472
8.62069
67.750678
54.614604
97.643312
83.887428
86.633282
80.796164
99.353169
67.665418
85.89244
50.209205
91.326869
64.130435
87.385621
97.413793
86.411005
46.753247
81.094527
58.668099
98.877805
93.703823
85.670963
92.46773
99.021123
75.833014
88.06742
94.909091
59.40108
86.782377
99.783237
99.573257
40.520446
95.799458
100.0
24.043716
99.858757
94.571429
78.571429
61.111111
79.473106
90.530074
98.244106
90.476702
88.574698
98.344519
99.539934
58.36858
89.484536
97.014925
79.609014
88.271605
96.311645
95.378564
99.249285
99.32625
67.621858
31.305201
99.600557
75.680272
82.132812
9.52381
72.341463
80.672269
26.470588
88.999411
29.209622
21.428571
94.676074
89.143676
81.923255
35.9375
96.518607
80.952381
89.189189
86.165049
99.629355
68.137255
98.232323
93.852013
37.254902
20.891365
91.879562
81.629116
52.497096
95.945946
99.525223
69.911504
54.901961
97.664835
90.990991
90.431211
90.909091
99.307741
46.464646
89.918699
91.752577
30.293663
21.73913
97.307997
77.103902
93.805154
97.419355
75.841584
99.275362
79.946524
65.566038
67.639903
94.882482
83.636364
91.037947
95.795883
23.429319
31.707317
87.702627
49.181223
58.052434
93.75
99.438202
45.16129
38.864629
33.766234
90.320884
77.777778
60.0
31.29771
95.010482
86.609201
99.885975
71.855011
65.777778
80.865829
85.925085
100.0
76.140448
96.622517
62.315789
82.435099
90.373563
75.0
91.992551
89.489267
91.789819
83.264033
73.397436
70.716511
98.519275
100.0
93.54711
98.551774
89.172749
23.958333
93.014354
68.644068
96.747519
90.346535
49.350649
98.07074
53.846154
84.556626
65.81265
99.402628
66.666667
92.708177
99.483649
63.030629
84.680851
97.352587
62.282855
88.419619
100.0
79.38561
92.639138
43.801653
29.889299
98.723475
99.862637
26.339795
72.535211
56.927711
70.966001
91.582734
86.921041
95.535714
46.17284
73.620814
100.0
80.151707
99.689361
86.793509
87.209302
97.093023
75.329891
97.315436
93.235294
99.85702
97.753819
74.772036
10.227273
99.551167
98.021886
99.127337
83.059292
85.44567
99.750178
69.030837
100.0
92.325837
90.625
83.291139
74.420464
97.62151
43.370787
91.572238
82.956522
58.056478
84.890656
53.407935
98.251192
74.898167
67.536232
42.285714
86.186186
23.958333
100.0
93.706465
37.362637
96.153846
98.734177
64.709518
77.402832
89.818182
74.418605
76.036866
96.94974
74.629812
100.0
99.323797
83.174971
15.988909
56.630824
87.344029
86.480509
87.5
74.568289
80.463369
73.239437
89.631176
90.363483
92.678026
40.731598
77.34139
95.675676
98.820755
81.008902
68.632708
98.955331
94.698919
98.303699
82.063037
79.497908
94.636591
93.341441
96.875
97.810481
47.287254
98.332125
65.062196
80.769231
73.833574
60.447761
92.241379
99.565389
35.294118
72.979955
72.194159
88.18927
98.450413
