days_since_push
37
2
1
0
2
0
153
0
357
4
0
3
363
1
1
0
0
639
0
0
17
679
37
122
0
0
0
25
4
8
0
0
47
0
0
729
22
186
0
0
0
28
1
0
1
18
2
0
0
171
0
786
2
0
0
0
126
3
14
0
9
0
13
0
182
0
0
0
0
173
3
0
0
4
3
0
1
0
0
0
0
0
0
0
0
0
0
25
22
0
0
0
0
0
84
0
0
1
0
0
1
20
0
3
50
0
0
0
23
0
13
0
66
0
357
551
10
-1
0
0
1
1
6
234
0
0
33
0
762
6
313
15
6
-1
0
0
752
2
2
0
147
3
419
2
0
0
0
0
0
665
0
0
0
0
0
0
0
0
0
0
5
0
0
0
1
6
9
26
1
29
0
0
503
0
10
2
0
98
236
752
7
0
44
752
0
832
0
23
196
0
0
-1
0
306
0
11
0
9
751
20
56
18
0
0
14
0
2
16
1
0
0
162
450
36
0
69
0
0
338
0
3
9
1
150
1
0
0
7
1
2
0
0
0
6
0
9
0
2
2
26
346
6
27
228
8
793
0
0
10
2
1
0
3
91
4
36
21
0
27
0
0
10
0
3
207
1204
1
0
211
19
0
29
0
0
85
16
0
210
0
16
0
0
88
0
109
0
0
18
0
0
0
30
0
0
0
0
743
3
746
0
465
150
0
0
81
0
0
-1
3
10
0
0
9
0
0
0
0
0
0
6
27
13
1282
6
0
0
0
0
281
17
0
114
34
0
6
118
0
48
2
0
0
121
0
5
0
64
861
0
0
1325
0
1
127
16
24
363
9
3
0
164
0
0
596
571
37
3
737
0
6
46
-1
0
0
0
857
1
860
0
4
0
9
785
0
15
0
0
18
76
58
0
0
0
26
-1
56
0
114
0
0
57
0
0
0
4
400
0
3
7
0
463
0
5
0
14
0
701
0
248
721
392
3
0
0
730
0
6
0
799
0
0
64
57
0
-1
27
16
0
282
0
0
123
262
0
720
0
0
0
0
1
0
0
0
0
965
17
0
75
36
0
0
13
631
0
11
-1
0
0
0
0
1
0
15
172
0
58
0
314
5
1032
785
0
0
497
0
0
0
0
-1
0
5
168
0
2
0
0
-1
1
0
802
2
0
664
0
4
626
96
90
206
0
0
1
0
0
0
0
7
736
12
28
4
14
0
854
0
0
3
232
0
0
125
821
10
391
0
83
0
5
0
85
0
38
0
73
58
257
273
0
0
2
0
0
130
3
0
5
359
0
0
0
734
0
0
1
5
0
1
7
1
0
43
6
1
0
0
3
0
14
-1
0
1
1765
3
0
3
0
0
0
7
0
52
0
10
-1
0
40
1
0
1
2
0
9
0
0
71
4
0
7
4
0
830
0
17
755
0
0
-1
0
11
0
96
266
731
49
0
0
45
1
52
21
146
0
0
0
28
4
646
17
0
136
-1
3
2
233
14
-1
0
-1
8
730
56
996
240
0
7
1
6
0
100
3
1
0
1
0
1
3
2
0
1
496
784
753
212
0
185
23
1
0
0
9
82
0
540
0
0
7
0
0
964
0
0
0
4
0
0
0
42
0
24
0
0
757
11
0
0
56
16
64
17
0
132
8
0
0
0
3
1362
78
111
2
1
0
0
407
162
4
731
0
3
0
2
1
13
178
0
6
-1
2
-1
0
0
0
22
36
1
2
1
15
95
22
1
283
4
729
1
611
0
0
0
0
0
2
441
28
361
0
0
0
0
0
0
-1
0
0
1131
0
172
16
48
755
0
129
360
0
0
749
6
357
0
0
32
733
17
2452
2
146
302
488
0
4
379
0
2
219
24
0
374
40
290
0
170
-1
1
0
24
11
0
0
1
52
0
0
9
10
7
18
0
0
744
7
0
223
0
1
277
15
734
384
0
744
304
563
854
0
0
478
131
0
0
0
-1
0
0
0
191
1164
1
1
200
0
422
8
0
20
0
0
0
824
90
98
186
4
776
9
520
19
0
1
596
0
76
1
8
156
0
7
171
1056
153
0
3
1
0
0
729
458
0
15
0
736
0
1
0
0
1
0
0
1
0
313
749
9
1
0
2
18
16
0
0
0
747
0
855
283
735
3
166
0
79
0
148
0
0
812
0
12
189
0
1236
757
27
907
3
0
957
0
9
367
8
0
1688
0
13
51
0
0
0
0
516
63
45
660
66
0
735
808
0
871
0
-1
0
59
0
1311
2
2
747
15
0
0
0
0
0
0
2
7
2
737
1
67
1
100
0
12
3
2
709
1530
0
0
192
